epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.3022446930408478,11.007427215576172,0.35295045375823975,,11.159005165100098,0.003,0.03,0,stable,1.0,1,1.8823206424713135,1.9960929155349731,7.337747573852539,1.0646008253097534,77.8858642578125,182.55357360839844,1.1332322359085083,1068.8155517578125,76.52253723144531,182.2093505859375,1.1451573371887207,7793.12451171875,75.47271728515625,181.28309631347656,1.151869773864746,619.4290771484375,1.8435791730880737,2.732426404953003,0.916138231754303,1.6066216230392456,10.048731378141264
500,0.019707536324858665,16.54854393005371,0.4120390713214874,,17.11258316040039,0.003,0.03,0,stable,1.0,1,1.8300466537475586,1.9913817644119263,17.34251594543457,1.0976117849349976,55.88163375854492,163.9748992919922,1.5829545259475708,1458.654052734375,57.115684509277344,164.2360076904297,1.5540872812271118,482.916015625,55.01998519897461,171.88290405273438,1.4507641792297363,2782.70263671875,1.3897747993469238,2.067591667175293,7.255551338195801,3.7558939456939697,449.0794590648879
1000,0.01256976556032896,18.07487678527832,0.427258163690567,,18.89019203186035,0.003,0.03,0,stable,1.0,1,1.8733601570129395,1.9954320192337036,19.263090133666992,1.0700480937957764,37.93208312988281,133.63995361328125,2.386117935180664,527.4909057617188,38.60248565673828,136.4698028564453,2.3237924575805664,540.811279296875,36.494144439697266,149.3350830078125,2.0058319568634033,19954.298828125,1.4846723079681396,2.1640069484710693,9.957192420959473,3.658440351486206,2133.2740265571424
1500,0.010518043301999569,18.78903579711914,0.4400692284107208,,19.80065155029297,0.003,0.03,0,stable,1.0,1,1.8891509771347046,1.9965580701828003,20.217365264892578,1.0605039596557617,31.667221069335938,119.61392974853516,3.0021159648895264,659.143310546875,35.445430755615234,122.98405456542969,2.8091204166412354,17848.125,30.902019500732422,132.59805297851562,2.4233691692352295,1503.54345703125,1.4203959703445435,2.1108546257019043,11.579538345336914,3.631601333618164,4784.463010783799
2000,0.009419391863048077,19.21205711364746,0.4508154094219208,,20.405675888061523,0.003,0.03,0,stable,1.0,1,1.894415020942688,1.9968944787979126,20.88624382019043,1.0573784112930298,30.3365535736084,112.53032684326172,3.3833353519439697,2515.6123046875,33.35714340209961,116.73605346679688,3.23119854927063,4335.68359375,27.89680290222168,121.67498779296875,2.7849555015563965,9831.31640625,1.396862268447876,2.079354763031006,12.609102249145508,3.7094194889068604,8018.09988582758
2500,0.008275571279227734,19.550045013427734,0.4489416182041168,,20.88681983947754,0.003,0.03,0,stable,1.0,1,1.8964470624923706,1.9970191717147827,21.420080184936523,1.056179404258728,30.291826248168945,108.11614227294922,3.655641555786133,5942.7177734375,32.49470138549805,113.81456756591797,3.5769903659820557,2603.135009765625,25.529281616210938,114.16978454589844,3.1426830291748047,3436.481201171875,1.4141299724578857,2.0982112884521484,12.989355087280273,3.700685501098633,11433.801224001048
3000,0.007607833947986364,19.78289031982422,0.45627304911613464,,21.152427673339844,0.003,0.03,0,stable,1.0,1,1.8967756032943726,1.9970391988754272,21.853450775146484,1.055985927581787,30.013412475585938,105.20457458496094,3.907325506210327,1206.1142578125,32.13654327392578,112.239013671875,3.8706533908843994,5562.30322265625,23.720197677612305,109.02851104736328,3.475228786468506,1971.54638671875,1.4266009330749512,2.112175226211548,13.08495807647705,3.6824259757995605,15029.330535121788
3500,0.006921220570802689,20.244428634643555,0.47169288992881775,,21.65043067932129,0.0027293517406962787,0.027293517406962786,1,linear_decay,0.9097839135654262,1,1.8984651565551758,1.9971402883529663,22.21634292602539,1.0549925565719604,29.871679306030273,103.09212493896484,4.1299920082092285,1571.41015625,31.73985481262207,111.19825744628906,4.1517486572265625,1833.751220703125,22.52474594116211,105.14569091796875,3.7791996002197266,4592.6328125,1.4346013069152832,2.1238741874694824,13.238180160522461,3.638826847076416,19058.15930174393
4000,0.00583591079339385,20.660287857055664,0.4835844337940216,,22.35247039794922,0.001919027611044418,0.01919027611044418,1,linear_decay,0.6396758703481393,1,1.8996541500091553,1.9972102642059326,22.516727447509766,1.0542951822280884,29.9144344329834,101.5596694946289,4.3040618896484375,2922.11083984375,31.777864456176758,110.28572845458984,4.383006572723389,3919.394287109375,21.554473876953125,101.54096984863281,4.0796799659729,1580.902587890625,1.4264514446258545,2.1158149242401123,14.054539680480957,3.642019271850586,24355.58818926321
4500,0.005050430074334145,21.030616760253906,0.49295029044151306,,22.970218658447266,0.001108703481392557,0.01108703481392557,1,linear_decay,0.36956782713085234,1,1.9009324312210083,1.9972845315933228,22.726781845092773,1.0535469055175781,30.119842529296875,100.6562271118164,4.409021377563477,11153.4365234375,31.580913543701172,109.58271789550781,4.571871757507324,945.0328979492188,21.131168365478516,98.83977508544922,4.31209135055542,8563.3486328125,1.4168645143508911,2.1057960987091064,14.92309284210205,3.6479339599609375,29479.558912076278
