epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,5.983178615570068,0.01567581295967102,,6.103267669677734,0.0
500,19.332828521728516,0.5246137976646423,,23.04164695739746,0.0
1000,20.34162139892578,0.5672799348831177,,23.621601104736328,0.0
1500,20.89743423461914,0.5849664807319641,,26.084806442260742,0.0
2000,20.292470932006836,0.5746906995773315,,27.930370330810547,0.0
2500,21.078533172607422,0.5928215384483337,,31.74358367919922,0.0
3000,21.646127700805664,0.6034306883811951,,34.632843017578125,0.0
3500,21.418058395385742,0.5879009366035461,,37.60558319091797,0.0
4000,21.37523651123047,0.572192370891571,,39.264461517333984,0.0
4500,21.315214157104492,0.5608564019203186,,39.76926040649414,0.0
4999,21.300827026367188,0.5582001805305481,,39.86038589477539,0.0
