epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,7.14047384262085,-0.019291769713163376,,7.273766994476318,0.0
500,21.46108627319336,0.4305131733417511,,32.61902618408203,0.0
1000,21.52360725402832,0.44014957547187805,,32.29331588745117,0.0
1500,21.722591400146484,0.45792266726493835,,36.0468864440918,0.0
2000,21.68117904663086,0.4523676335811615,,35.541107177734375,0.0
2500,21.63067626953125,0.44465136528015137,,35.843414306640625,0.0
3000,21.615386962890625,0.4384326934814453,,39.8200569152832,0.0
3500,21.52066421508789,0.42602840065956116,,41.272491455078125,0.0
4000,21.401023864746094,0.4113525450229645,,42.28091812133789,0.0
4500,21.3487606048584,0.40537238121032715,,42.477813720703125,0.0
4999,21.33955955505371,0.4043388366699219,,42.51116943359375,0.0
