epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.19250641763210297,9.200697898864746,0.021255267783999443,,9.410354614257812,0.00299999953751653,0.029999995373777386,1.89066481590271,1.9966566562652588,7.295135974884033,1.05960214138031,77.90495300292969,182.55697631835938,1.133101463317871,1010.3243408203125,76.52079772949219,182.2098846435547,1.1451356410980225,8584.1982421875,75.46026611328125,181.28933715820312,1.15245521068573,668.114990234375,1.7423408031463623,2.6547062397003174,0.7575603723526001,1.7055134773254395,1322270.8101363122
500,0.003026040270924568,20.798213958740234,0.40937092900276184,,25.324337005615234,0.00288540624375002,0.02885371854159943,1.9225287437438965,1.9983763694763184,7.819435119628906,1.0411421060562134,76.47980499267578,181.8394317626953,1.1698814630508423,16096.9794921875,75.59492492675781,181.0425262451172,1.143236517906189,4859.71240234375,67.24496459960938,174.1908416748047,1.2001469135284424,402.5757141113281,1.4298982620239258,2.0750298500061035,0.714525043964386,4.162840843200684,1434911.707810833
1000,0.0018030566861853004,21.315736770629883,0.44449737668037415,,27.64885711669922,0.002559973528578927,0.025598414766201737,1.9253281354904175,1.998496174812317,7.977563381195068,1.039566159248352,75.86457061767578,181.01341247558594,1.1813485622406006,2169.998779296875,74.27381896972656,180.3975067138672,1.1564127206802368,976.925048828125,66.15889739990234,170.76824951171875,1.312709927558899,15576.5126953125,1.342152714729309,1.9537630081176758,0.8949266672134399,4.610429286956787,2048506.670670495
1500,0.0012288808356970549,21.30589485168457,0.4555310010910034,,28.651063919067383,0.0020732455728331434,0.020729674537986464,1.9254852533340454,1.9985026121139526,8.058661460876465,1.0394779443740845,75.54876708984375,180.31588745117188,1.1914712190628052,340.2646484375,73.77503204345703,179.99684143066406,1.1731486320495605,473.352294921875,63.662052154541016,168.2777862548828,1.436319351196289,985.2518310546875,1.278187870979309,1.8376176357269287,1.0741698741912842,5.2356767654418945,2780631.695238483
2000,0.0010397942969575524,21.446664810180664,0.4600609540939331,,29.688690185546875,0.001499322295575062,0.014988719421459214,1.9267483949661255,1.9985547065734863,8.08228588104248,1.038769245147705,75.08857727050781,179.9232940673828,1.2007250785827637,472.99322509765625,73.18778228759766,179.66249084472656,1.1923158168792725,351.76043701171875,61.46014404296875,166.0225372314453,1.568429708480835,2449.77294921875,1.2252240180969238,1.720781683921814,1.29679536819458,6.210583686828613,3765525.455720675
2500,0.00044575906940735877,21.817455291748047,0.4823859930038452,,33.610572814941406,0.0009255783131397608,0.009249557791223603,1.9265340566635132,1.9985460042953491,8.08736515045166,1.0388894081115723,75.19168853759766,179.75128173828125,1.2031041383743286,1889.6754150390625,72.78985595703125,179.39694213867188,1.209276556968689,1976.8707275390625,61.26540756225586,164.347412109375,1.6841846704483032,12702.2353515625,1.1956812143325806,1.6453583240509033,1.5299650430679321,7.242101192474365,4850953.4535852345
3000,0.0002375536278123036,21.696945190429688,0.47293367981910706,,36.24414825439453,0.00043936094585086326,0.004385924979853286,1.9263852834701538,1.998539924621582,8.086119651794434,1.0389728546142578,75.32568359375,179.70970153808594,1.2047911882400513,1729.4808349609375,73.12944793701172,179.3111572265625,1.2181851863861084,2316.13427734375,59.86154556274414,163.11285400390625,1.8022316694259644,2423.29833984375,1.1791740655899048,1.6021833419799805,1.7166883945465088,7.960082530975342,5874722.144023834
3500,0.00018897185509558767,21.585285186767578,0.461372047662735,,37.23664855957031,0.00011469238030669109,0.001138264993938117,1.9263150691986084,1.9985369443893433,8.085143089294434,1.0390121936798096,75.40728759765625,179.7621612548828,1.2068685293197632,3840.3779296875,73.29849243164062,179.29449462890625,1.2258789539337158,1268.520751953125,59.171661376953125,162.49227905273438,1.869252324104309,837.6528930664062,1.172589898109436,1.5845221281051636,1.816786289215088,8.300863265991211,6499605.803072114
3999,0.00018296338384971023,21.560869216918945,0.4588421583175659,,37.376365661621094,1e-06,1e-06,1.9262454509735107,1.998534083366394,8.085156440734863,1.0390512943267822,75.39102935791016,179.7574462890625,1.2079366445541382,2241.852783203125,73.39173889160156,179.2904815673828,1.2274600267410278,746.3671875,59.083229064941406,162.4065399169922,1.8805660009384155,666.5692138671875,1.1719163656234741,1.5824635028839111,1.8335691690444946,8.359201431274414,6613719.967941594
