epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,11.019648551940918,0.35316553711891174,,11.17165756225586,0.0
500,16.804227828979492,0.41880616545677185,,17.40921401977539,0.0
1000,18.66139030456543,0.4348420202732086,,19.593708038330078,0.0
1500,19.537166595458984,0.4582284688949585,,20.657939910888672,0.0
2000,19.89674186706543,0.4674718379974365,,21.30512046813965,0.0
2500,17.148597717285156,0.4201871156692505,,17.80289649963379,0.0
3000,18.614782333374023,0.43975481390953064,,19.57489776611328,0.0
3500,19.366552352905273,0.4472833573818207,,20.572792053222656,0.0
4000,20.040616989135742,0.46471551060676575,,21.493247985839844,0.0
4500,20.507709503173828,0.47712627053260803,,22.142498016357422,0.0
4999,20.788387298583984,0.4832037389278412,,22.57232666015625,0.0
