epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,6.1354498863220215,0.01380159705877304,,6.232658386230469,0.0
500,19.905487060546875,0.4490734040737152,,24.68482780456543,0.0
1000,21.465335845947266,0.5300411581993103,,26.049007415771484,0.0
1500,20.812179565429688,0.5075681209564209,,26.771102905273438,0.0
2000,20.777000427246094,0.5023638606071472,,27.733661651611328,0.0
2500,21.526363372802734,0.5408845543861389,,30.26689338684082,0.0
3000,21.908096313476562,0.5468848347663879,,33.56743240356445,0.0
3500,21.95055389404297,0.5361739993095398,,36.433006286621094,0.0
4000,21.78898048400879,0.5108374953269958,,38.27398681640625,0.0
4500,21.65064811706543,0.49232491850852966,,38.89250564575195,0.0
4999,21.62087631225586,0.4885718524456024,,38.99481201171875,0.0
