epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.207357406616211,0.3065505921840668,,9.302188873291016,0.0
500,17.90395736694336,0.2866972088813782,,18.9832706451416,0.0
1000,20.632644653320312,0.40611350536346436,,22.56621551513672,0.0
1500,21.40572738647461,0.4427218437194824,,23.85549545288086,0.0
2000,21.79786491394043,0.4565848112106323,,24.742778778076172,0.0
2500,22.16571807861328,0.46092236042022705,,25.814266204833984,0.0
3000,22.336429595947266,0.45427975058555603,,27.07233238220215,0.0
3500,22.42558479309082,0.43198657035827637,,29.529970169067383,0.0
4000,21.974483489990234,0.3804914653301239,,32.437599182128906,0.0
4500,21.755069732666016,0.3624778687953949,,33.13602066040039,0.0
4999,21.637449264526367,0.35063663125038147,,37.335750579833984,0.0
