epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,13.201255798339844,0.2543744146823883,,13.378894805908203,0.0
500,19.664936065673828,0.36919286847114563,,20.508941650390625,0.0
1000,20.8609619140625,0.38521453738212585,,22.026979446411133,0.0
1500,21.477754592895508,0.4046129882335663,,22.8857421875,0.0
2000,21.6789608001709,0.40890130400657654,,23.184280395507812,0.0
2500,21.809032440185547,0.4132911264896393,,23.398569107055664,0.0
3000,22.038881301879883,0.42015981674194336,,23.648632049560547,0.0
3500,22.254619598388672,0.4260171353816986,,24.01287841796875,0.0
4000,22.53413200378418,0.43315887451171875,,24.438190460205078,0.0
4500,22.770490646362305,0.44205906987190247,,24.782991409301758,0.0
4999,22.931827545166016,0.44852733612060547,,25.047456741333008,0.0
