epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,5.828653335571289,0.0162868183106184,,5.859535217285156,0.0
500,26.630661010742188,0.7612088322639465,,30.792247772216797,0.0
1000,26.632978439331055,0.787132203578949,,32.095741271972656,0.0
1500,27.33883285522461,0.8025469183921814,,33.775413513183594,0.0
2000,27.267894744873047,0.8106398582458496,,35.12812805175781,0.0
2500,27.931795120239258,0.8123829364776611,,35.159332275390625,0.0
3000,27.997512817382812,0.8007004261016846,,41.76953125,0.0
3500,27.857027053833008,0.7879295349121094,,44.67652130126953,0.0
4000,27.74518585205078,0.7703205943107605,,46.65265655517578,0.0
4500,27.65825080871582,0.757335364818573,,47.32642364501953,0.0
4999,27.63486671447754,0.7539677619934082,,47.46303939819336,0.0
