epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,14.001619338989258,0.6017627120018005,,14.124127388000488,0.0
500,17.937898635864258,0.6745481491088867,,18.24767303466797,0.0
1000,19.787227630615234,0.7072792053222656,,20.2828311920166,0.0
1500,17.90643882751465,0.6692299842834473,,18.21719741821289,0.0
2000,19.372594833374023,0.6917955279350281,,19.813154220581055,0.0
2500,20.368778228759766,0.7092706561088562,,20.93356704711914,0.0
3000,21.178342819213867,0.7190039753913879,,21.88705062866211,0.0
3500,21.798171997070312,0.7297459244728088,,22.616596221923828,0.0
4000,22.17716407775879,0.7335911393165588,,23.09424591064453,0.0
4500,22.35395050048828,0.7364356517791748,,23.311847686767578,0.0
4999,22.385435104370117,0.7367474436759949,,23.35085105895996,0.0
