epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.35596081614494324,10.59957504272461,0.30678802728652954,,10.882513046264648,0.003,0.03,150,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.882995843887329,1.9961402416229248,7.336071491241455,1.064193606376648,77.89530181884766,182.55027770996094,1.1331599950790405,1104.40478515625,76.51288604736328,182.20623779296875,1.1452178955078125,4377.55126953125,75.4865951538086,181.28172302246094,1.1517661809921265,584.093017578125,1.8438235521316528,2.732632875442505,0.915947675704956,1.606065273284912,10.043333909208714
500,0.01855390891432762,16.177553176879883,0.36192402243614197,,17.30834197998047,0.003,0.03,155,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8339887857437134,1.9918118715286255,16.91412925720215,1.0950145721435547,65.98712158203125,171.5824432373047,1.6394237279891968,1218.0687255859375,63.92063522338867,170.0314483642578,1.6464869976043701,1241.891357421875,60.71249771118164,171.45346069335938,1.546911358833313,643.1824340820312,1.0670442581176758,1.3055206537246704,8.16115665435791,8.519874572753906,576.3898305163293
1000,0.012606289237737656,17.45094871520996,0.3727165758609772,,19.013832092285156,0.003,0.03,171,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8597099781036377,1.994312047958374,19.46599006652832,1.0785095691680908,63.819801330566406,154.9605255126953,2.4034409523010254,668.775146484375,63.49647903442383,153.81057739257812,2.3721413612365723,1153.4144287109375,51.56089782714844,145.9396209716797,2.189561605453491,1167.456298828125,1.0847309827804565,1.370904803276062,11.7881441116333,7.294449329376221,2864.528356974077
1500,0.017148736864328384,16.447580337524414,0.3634001314640045,,17.658784866333008,0.003,0.03,192,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.7827073335647583,1.985161304473877,22.957592010498047,1.130316972732544,60.91192626953125,151.357666015625,2.8048462867736816,1662.4102783203125,61.64917755126953,150.8944549560547,2.7484819889068604,3171.691650390625,48.2730598449707,140.21128845214844,2.5402441024780273,3527.73583984375,1.1232820749282837,1.4963661432266235,14.259941101074219,6.150604724884033,6410.936542470002
2000,0.012547093443572521,17.506450653076172,0.37168243527412415,,19.124454498291016,0.003,0.03,215,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.790001630783081,1.9862523078918457,23.132158279418945,1.125086784362793,62.432125091552734,149.38658142089844,3.4202442169189453,1670.9981689453125,59.751731872558594,147.38612365722656,3.387470006942749,7335.921875,42.92807388305664,127.76322174072266,3.100419521331787,503978.0,1.1131134033203125,1.463280439376831,15.327691078186035,6.508156776428223,12736.377786926396
2500,0.009948394261300564,18.114768981933594,0.38158556818962097,,20.042020797729492,0.003,0.03,235,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.7951891422271729,1.9869977235794067,23.325218200683594,1.1214109659194946,64.4731216430664,145.6922149658203,3.9930312633514404,1057.6246337890625,58.54293441772461,142.3782958984375,4.000761985778809,2230.04296875,39.8386116027832,117.88578796386719,3.611893653869629,1784.3162841796875,1.0967721939086914,1.4071571826934814,16.18451499938965,7.338719844818115,21782.402805397833
3000,0.009018760174512863,18.343942642211914,0.3889180123806,,20.373342514038086,0.003,0.03,248,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.7980877161026,1.9874035120010376,23.534563064575195,1.1193726062774658,62.27395248413086,141.72781372070312,4.605318069458008,3340.6572265625,57.18052673339844,137.5747833251953,4.527989387512207,3037.27783203125,36.645294189453125,111.95652770996094,4.080837726593018,635.6447143554688,1.0926098823547363,1.3922553062438965,16.44057846069336,7.625124454498291,32925.895088869904
3500,0.007729887496680021,18.69343376159668,0.39611998200416565,,21.02484130859375,0.0027293517406962787,0.027293517406962786,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.9097839135654262,1,1.8005260229110718,1.987738847732544,23.746620178222656,1.1176666021347046,59.4243278503418,138.2452850341797,5.185883522033691,10094.8544921875,54.920082092285156,133.47506713867188,5.0160627365112305,346207.59375,34.57811737060547,108.18958282470703,4.474817752838135,1104.6102294921875,1.0897160768508911,1.3823533058166504,16.68321990966797,7.772868633270264,46115.057064552755
4000,0.006836370099335909,19.070865631103516,0.40768948197364807,,21.668121337890625,0.001919027611044418,0.01919027611044418,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.6396758703481393,1,1.80229651927948,1.9879789352416992,23.935710906982422,1.116432547569275,57.620574951171875,135.906005859375,5.651381969451904,5395.833984375,52.941749572753906,130.2803955078125,5.433747291564941,1460.493408203125,33.5626335144043,105.41034698486328,4.793524265289307,4318.138671875,1.0834224224090576,1.3606106042861938,17.469026565551758,8.110583305358887,61549.43415723112
4500,0.006028986070305109,19.358352661132812,0.4166698455810547,,22.198284149169922,0.001108703481392557,0.01108703481392557,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.36956782713085234,1,1.8022822141647339,1.9879770278930664,24.06804084777832,1.1164426803588867,56.66947937011719,134.4369659423828,5.953293323516846,12723.900390625,51.681610107421875,128.2738037109375,5.7246880531311035,14780.2333984375,33.099544525146484,103.51618957519531,5.020414352416992,2706.73486328125,1.0926275253295898,1.4048280715942383,18.36928367614746,6.2970499992370605,75645.24447201031
4999,0.005541807971894741,19.52642059326172,0.42240938544273376,,22.56307601928711,0.0002999999999999999,0.002999999999999999,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.09999999999999998,1,1.8023877143859863,1.9879913330078125,24.1402587890625,1.1163691282272339,56.207462310791016,133.77052307128906,6.111630916595459,20827.806640625,51.14133071899414,127.24042510986328,5.88531494140625,12757.498046875,32.866512298583984,102.32980346679688,5.168630123138428,8818.9248046875,1.0957965850830078,1.4181588888168335,19.026948928833008,5.975005626678467,85391.2469985809
