epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,3.541609048843384,0.2244684249162674,,3.580869197845459,0.0
500,22.78527069091797,0.5061407685279846,,29.516220092773438,0.0
1000,22.859130859375,0.5163525342941284,,29.843608856201172,0.0
1500,22.968599319458008,0.5230885148048401,,30.404224395751953,0.0
2000,22.99783706665039,0.5268296599388123,,30.574628829956055,0.0
2500,22.99437713623047,0.529845654964447,,30.549652099609375,0.0
3000,23.04767417907715,0.5331421494483948,,30.77029037475586,0.0
3500,23.162654876708984,0.5421974062919617,,31.431480407714844,0.0
4000,23.461597442626953,0.5678367614746094,,34.0706787109375,0.0
4500,23.676223754882812,0.5830038785934448,,37.501827239990234,0.0
4999,23.736312866210938,0.5815743803977966,,41.36447525024414,0.0
