epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,6.692741394042969,0.28251904249191284,,6.798619747161865,0.0
500,20.940902709960938,0.4903150498867035,,26.277145385742188,0.0
1000,21.2794132232666,0.5165226459503174,,27.22222137451172,0.0
1500,21.30389404296875,0.5256391167640686,,27.263320922851562,0.0
2000,20.917980194091797,0.5096883773803711,,26.50750732421875,0.0
2500,21.08443260192871,0.5237557291984558,,26.070369720458984,0.0
3000,20.450353622436523,0.48936009407043457,,24.89737319946289,0.0
3500,20.748287200927734,0.5053742527961731,,24.502201080322266,0.0
4000,21.685190200805664,0.5700992345809937,,29.80707359313965,0.0
4500,22.29576301574707,0.6030132174491882,,33.97804641723633,0.0
4999,22.238086700439453,0.5902307033538818,,39.01980209350586,0.0
