epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,4.093366622924805,0.15818433463573456,,4.1169657707214355,0.0
500,19.2183837890625,0.3331861197948456,,20.482900619506836,0.0
1000,21.73910140991211,0.4489736258983612,,23.600666046142578,0.0
1500,22.7036075592041,0.49495792388916016,,25.04775047302246,0.0
2000,23.14180564880371,0.5182743668556213,,25.852710723876953,0.0
2500,23.387624740600586,0.5257843136787415,,26.467071533203125,0.0
3000,23.556795120239258,0.524692952632904,,27.374099731445312,0.0
3500,23.68630599975586,0.5128731727600098,,29.226701736450195,0.0
4000,23.30640983581543,0.4665710926055908,,31.692367553710938,0.0
4500,22.5565242767334,0.40313342213630676,,33.52704620361328,0.0
4999,22.485641479492188,0.39470306038856506,,36.83776092529297,0.0
