epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.073768615722656,-0.017024913802742958,,9.142024993896484,0.0
500,25.285186767578125,0.5831934809684753,,32.446800231933594,0.0
1000,24.409706115722656,0.5508171916007996,,28.795907974243164,0.0
1500,25.55854606628418,0.6013566255569458,,34.42827606201172,0.0
2000,25.45319366455078,0.5951037406921387,,34.01791763305664,0.0
2500,25.618553161621094,0.6012251377105713,,37.302024841308594,0.0
3000,25.41965675354004,0.583926260471344,,37.60297775268555,0.0
3500,25.20225715637207,0.5657737851142883,,40.0947380065918,0.0
4000,24.92861557006836,0.5445680618286133,,41.06777572631836,0.0
4500,24.823787689208984,0.5367045402526855,,41.2049446105957,0.0
4999,24.80587387084961,0.5353729724884033,,41.227752685546875,0.0
