epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,3.6051204204559326,0.2255958914756775,,3.645115852355957,0.0
500,19.061677932739258,0.29226067662239075,,21.054418563842773,0.0
1000,21.420719146728516,0.3837749660015106,,25.45254135131836,0.0
1500,21.79973793029785,0.4207781255245209,,26.382333755493164,0.0
2000,22.006473541259766,0.44403302669525146,,26.845380783081055,0.0
2500,22.236652374267578,0.4671352803707123,,27.522403717041016,0.0
3000,22.316282272338867,0.47768306732177734,,27.727832794189453,0.0
3500,22.646474838256836,0.5016017556190491,,28.961902618408203,0.0
4000,23.0435848236084,0.5269928574562073,,31.056777954101562,0.0
4500,23.265399932861328,0.5319603085517883,,33.78675842285156,0.0
4999,23.21347999572754,0.5003144145011902,,37.84213638305664,0.0
