epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,4.389288425445557,0.16090969741344452,,4.4144287109375,0.0
500,19.578393936157227,0.35248270630836487,,20.895648956298828,0.0
1000,21.99176597595215,0.446586936712265,,23.90582275390625,0.0
1500,22.747526168823242,0.48641490936279297,,24.94145393371582,0.0
2000,23.216917037963867,0.5066826939582825,,25.63294219970703,0.0
2500,23.403825759887695,0.5139895081520081,,25.95892333984375,0.0
3000,23.041173934936523,0.48675838112831116,,25.268756866455078,0.0
3500,22.094425201416016,0.4320458173751831,,23.804731369018555,0.0
4000,22.19009780883789,0.4263191223144531,,23.91080665588379,0.0
4500,24.01061248779297,0.5168263912200928,,27.03418731689453,0.0
4999,24.078609466552734,0.5134328007698059,,31.476621627807617,0.0
