epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,11.210131645202637,0.028627857565879822,,11.323062896728516,0.0
500,23.717079162597656,0.5154372453689575,,26.470977783203125,0.0
1000,24.256736755371094,0.5543425679206848,,27.764318466186523,0.0
1500,24.584636688232422,0.5777111649513245,,28.81403350830078,0.0
2000,25.699440002441406,0.6315075755119324,,29.58448600769043,0.0
2500,25.148605346679688,0.6160358786582947,,31.436986923217773,0.0
3000,25.694229125976562,0.6375772356987,,33.71599578857422,0.0
3500,25.85770606994629,0.637915313243866,,35.364383697509766,0.0
4000,25.627500534057617,0.6196441054344177,,36.634883880615234,0.0
4500,25.460596084594727,0.6064472794532776,,37.039794921875,0.0
4999,25.427104949951172,0.6038826107978821,,37.10572814941406,0.0
