epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.2005380392074585,9.4316987991333,0.21860037744045258,,9.47000503540039,0.003,0.03,0,stable,1.0,1,1.8407071828842163,1.9925158023834229,5.222754955291748,1.0906304121017456,76.4504165649414,182.03524780273438,0.07021154463291168,10466.390625,77.36151885986328,182.4055633544922,0.06983066350221634,533.5677490234375,77.66163635253906,181.47952270507812,0.069124236702919,11389.2451171875,1.0091121196746826,1.0572915077209473,0.9006527066230774,24.89533042907715,inf
500,0.03189057484269142,14.814241409301758,0.5929840207099915,,14.963560104370117,0.003,0.03,0,stable,1.0,1,1.8104056119918823,1.9890425205230713,7.285130977630615,1.1108330488204956,88.9080810546875,194.19276428222656,0.5845130085945129,966.7152099609375,74.81029510498047,197.84146118164062,0.7536748051643372,2138.58154296875,78.08526611328125,197.8762969970703,1.0380525588989258,22469.478515625,1.0000938177108765,1.0009950399398804,0.34222400188446045,328.0284423828125,inf
1000,0.03188604116439819,14.815181732177734,0.5971944332122803,,14.962776184082031,0.003,0.03,0,stable,1.0,1,1.7873080968856812,1.9858553409576416,10.519702911376953,1.1270097494125366,80.77702331542969,186.8693389892578,0.7772474884986877,956.8181762695312,79.38028717041016,188.8643035888672,0.8737112879753113,783.3216552734375,83.46234893798828,191.64593505859375,1.1298162937164307,34956.828125,1.0000768899917603,1.000837802886963,0.3619746267795563,296.9408874511719,inf
1500,0.031890273094177246,14.814641952514648,0.5946314930915833,,14.96129035949707,0.003,0.03,0,stable,1.0,1,1.765255093574524,1.982342004776001,20.840068817138672,1.1431334018707275,78.91673278808594,185.05694580078125,0.9242386221885681,3165.26708984375,80.03041076660156,185.64805603027344,0.9922828078269958,588.655029296875,82.48124694824219,188.20704650878906,1.2452236413955688,8407.646484375,1.0000836849212646,1.0009105205535889,0.37658825516700745,256.71429443359375,inf
2000,0.03189849853515625,14.815017700195312,0.5955496430397034,,14.962220191955566,0.003,0.03,0,stable,1.0,1,1.5993562936782837,1.9375700950622559,31.576581954956055,1.2916873693466187,79.70569610595703,184.36721801757812,1.0369824171066284,1332.736328125,78.00090789794922,184.5556182861328,1.117084264755249,303.3787841796875,81.08319854736328,186.70936584472656,1.3497905731201172,12679.8642578125,1.0000821352005005,1.0009022951126099,0.3901751935482025,217.43206787109375,inf
2500,0.031890492886304855,14.815268516540527,0.5958523750305176,,14.963327407836914,0.003,0.03,0,stable,1.0,1,1.7371547222137451,1.9771491289138794,37.609100341796875,1.1647175550460815,79.02067565917969,184.03590393066406,1.1452513933181763,1474.8916015625,77.68353271484375,184.3186798095703,1.220882773399353,426.6961975097656,82.65956115722656,185.80479431152344,1.4186362028121948,5071.810546875,1.0001333951950073,1.0013935565948486,0.3740425705909729,189.52090454101562,inf
3000,0.031890176236629486,14.813943862915039,0.5921423435211182,,14.962124824523926,0.003,0.03,0,stable,1.0,1,1.7263813018798828,1.974932312965393,42.810489654541016,1.1733232736587524,78.09606170654297,183.43978881835938,1.2494072914123535,527.1083984375,78.47236633300781,183.71902465820312,1.306685209274292,2345.093017578125,80.02320861816406,184.84527587890625,1.524221658706665,2595.600341796875,1.0001457929611206,1.0015184879302979,0.35521399974823,162.26901245117188,inf
3500,0.03188995271921158,14.815881729125977,0.600536048412323,,14.963558197021484,0.0027293517406962787,0.027293517406962786,1,linear_decay,0.9097839135654262,1,1.7498315572738647,1.9795950651168823,47.76564025878906,1.1548302173614502,77.5077896118164,183.0250244140625,1.3412436246871948,3125.609619140625,78.21117401123047,182.9811248779297,1.3910185098648071,583.8997192382812,79.51443481445312,184.0676727294922,1.602088451385498,9068.7744140625,1.000146746635437,1.0015274286270142,0.39190545678138733,162.9197540283203,inf
4000,0.03187914565205574,14.815801620483398,0.6003579497337341,,14.964503288269043,0.001919027611044418,0.01919027611044418,1,linear_decay,0.6396758703481393,1,1.7493336200714111,1.9795020818710327,50.31666564941406,1.1552138328552246,77.78571319580078,182.6360321044922,1.3951022624969482,18671.962890625,77.33888244628906,182.57620239257812,1.4514814615249634,659.21826171875,78.97566223144531,183.5977325439453,1.6531264781951904,8474.8935546875,1.0001797676086426,1.0018258094787598,0.3664339482784271,159.53372192382812,inf
4500,0.03187648579478264,14.817389488220215,0.6066999435424805,,14.965410232543945,0.001108703481392557,0.01108703481392557,1,linear_decay,0.36956782713085234,1,1.7456541061401367,1.978808045387268,50.98127746582031,1.1580605506896973,77.59521484375,182.4086151123047,1.4215949773788452,663.69580078125,76.14916229248047,182.62088012695312,1.4866474866867065,37713.25,79.08414459228516,183.58126831054688,1.6720398664474487,10557.9921875,1.0001283884048462,1.0013556480407715,0.3504507541656494,165.7918243408203,inf
