epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,12.357381820678711,0.22062964737415314,,12.81912899017334,0.0
500,17.601234436035156,0.28563392162323,,19.4067440032959,0.0
1000,18.543508529663086,0.29873427748680115,,20.89227867126465,0.0
1500,18.870079040527344,0.3017036020755768,,21.501785278320312,0.0
2000,19.002180099487305,0.30516353249549866,,21.790430068969727,0.0
2500,19.19048500061035,0.3098324239253998,,22.117111206054688,0.0
3000,19.294918060302734,0.31281042098999023,,22.332212448120117,0.0
3500,17.58603858947754,0.2815145254135132,,19.375947952270508,0.0
4000,18.318078994750977,0.29002949595451355,,20.540374755859375,0.0
4500,18.640560150146484,0.29571884870529175,,21.085102081298828,0.0
4999,18.828914642333984,0.30062028765678406,,21.42409324645996,0.0
