epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.4170575439929962,5.828653335571289,0.0162868183106184,,5.859535217285156,0.003,0.03,0,stable,1.0,1,1.8978840112686157,1.9971058368682861,7.27543306350708,1.0553338527679443,77.87290954589844,182.55262756347656,1.1333290338516235,964.9827270507812,76.51345825195312,182.20101928710938,1.1452014446258545,24898.638671875,75.46064758300781,181.28759765625,1.1523616313934326,692.2449340820312,1.72993803024292,2.645928144454956,0.8674289584159851,1.690550446510315,1510217.2980679749
500,0.0009513611439615488,26.45398712158203,0.7664543986320496,,29.644372940063477,0.003,0.03,0,stable,1.0,1,1.8482359647750854,1.9932612180709839,7.938346862792969,1.0857796669006348,76.99768829345703,181.88296508789062,1.1526212692260742,725.0388793945312,76.40567779541016,180.73036193847656,1.1118890047073364,585.1964721679688,51.047332763671875,165.31234741210938,1.208764910697937,784.3653564453125,1.2088444232940674,1.7184253931045532,0.5756849646568298,5.172591686248779,1132725.9505091708
1000,0.0009908739011734724,26.522884368896484,0.7876636981964111,,30.105377197265625,0.003,0.03,0,stable,1.0,1,1.8416191339492798,1.9926084280014038,8.001567840576172,1.0900393724441528,76.78820037841797,181.51248168945312,1.1587705612182617,1616.0859375,73.03328704833984,177.4563751220703,1.0931611061096191,4982.42041015625,52.496795654296875,158.51744079589844,1.2301106452941895,1363.9959716796875,1.176436185836792,1.654376745223999,0.7268240451812744,4.971255779266357,1449940.4385910311
1500,0.0006961544277146459,26.849498748779297,0.8221817016601562,,31.0343074798584,0.003,0.03,0,stable,1.0,1,1.8428758382797241,1.9927351474761963,8.097940444946289,1.089226484298706,72.79988861083984,180.8507843017578,1.2109153270721436,627.4833984375,72.91121673583984,176.2942352294922,1.1080325841903687,2230.063720703125,53.66799545288086,158.2872772216797,1.2814480066299438,3622.948486328125,1.1905161142349243,1.6961653232574463,0.7736626267433167,4.652062892913818,1723508.688886422
2000,0.0009527277434244752,26.40826416015625,0.8234788775444031,,31.433433532714844,0.003,0.03,0,stable,1.0,1,1.8471840620040894,1.9931597709655762,8.21493148803711,1.0864534378051758,69.7732162475586,179.9155731201172,1.2549763917922974,5961.54248046875,72.44218444824219,175.14540100097656,1.1165720224380493,873.8078002929688,53.01726531982422,156.0792694091797,1.3358596563339233,1692.343994140625,1.1820650100708008,1.6748682260513306,0.8021755218505859,4.715101718902588,1973678.7527611647
2500,0.06216176599264145,11.970420837402344,0.7065262794494629,,12.06637954711914,0.003,0.03,0,stable,1.0,1,1.9196473360061646,1.9982481002807617,9.923185348510742,1.0427719354629517,75.49224853515625,178.98501586914062,1.406348705291748,8610.98828125,72.93637084960938,180.5204620361328,1.2668142318725586,7810.986328125,51.24589538574219,157.0188751220703,1.4284074306488037,3683.329345703125,1.0128445625305176,1.072680115699768,5.9517340660095215,43.560787200927734,24047650.760741122
3000,0.06184060126543045,11.992250442504883,0.7067486643791199,,12.088876724243164,0.003,0.03,0,stable,1.0,1,1.9206132888793945,1.9982917308807373,9.938770294189453,1.042224645614624,65.98239135742188,171.22608947753906,1.6963796615600586,2612.46142578125,66.51828002929688,179.5691375732422,1.3402540683746338,677.1408081054688,51.48912811279297,157.2491912841797,1.4280650615692139,1998.164794921875,1.0113569498062134,1.0657341480255127,6.315923690795898,43.87844467163086,32609766.965437982
3500,0.06189383938908577,11.974050521850586,0.7070736885070801,,12.070091247558594,0.0027293517406962787,0.027293517406962786,1,linear_decay,0.9097839135654262,1,1.9258171319961548,1.9985164403915405,9.88463306427002,1.039291501045227,62.2430534362793,164.56942749023438,1.8900233507156372,8763.494140625,54.439353942871094,177.975830078125,1.494226098060608,385.06658935546875,51.958683013916016,157.29193115234375,1.4259451627731323,566.7266235351562,1.0069828033447266,1.04374098777771,8.002866744995117,52.192527770996094,50969741.60750483
4000,0.060843273997306824,12.060941696166992,0.6825904846191406,,12.158690452575684,0.001919027611044418,0.01919027611044418,1,linear_decay,0.6396758703481393,1,1.921801209449768,1.9983445405960083,9.909064292907715,1.0415529012680054,58.714778900146484,158.69464111328125,2.0972931385040283,626.0786743164062,52.0582275390625,176.76123046875,1.543997883796692,5732.31103515625,51.78399658203125,157.08648681640625,1.4346508979797363,719.085693359375,1.0058103799819946,1.037402868270874,8.988990783691406,57.32132339477539,66208787.611404516
4500,0.06207670271396637,11.974559783935547,0.707127571105957,,12.070723533630371,0.001108703481392557,0.01108703481392557,1,linear_decay,0.36956782713085234,1,1.9047881364822388,1.9975019693374634,10.59868335723877,1.0512996912002563,57.63713073730469,157.46011352539062,2.137629985809326,1291.7188720703125,52.41237258911133,176.34115600585938,1.5429314374923706,1683.29345703125,51.934051513671875,156.9562225341797,1.4330512285232544,962.0736694335938,1.0018556118011475,1.0140066146850586,15.658576011657715,97.04662322998047,125506159.8936893
4999,0.02682149037718773,15.431999206542969,0.5318598747253418,,15.720630645751953,0.0002999999999999999,0.002999999999999999,1,linear_decay,0.09999999999999998,1,1.898596167564392,1.997148036956787,10.623517036437988,1.0549156665802002,57.93760681152344,157.5931396484375,2.1317734718322754,1398.1705322265625,52.72249221801758,176.6185302734375,1.5365550518035889,790.3493041992188,51.91918182373047,157.03167724609375,1.4339975118637085,70740.5234375,1.0010377168655396,1.008488416671753,22.33980941772461,108.70279693603516,178363235.2451934
