epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,3.3005175590515137,0.22092147171497345,,3.337719678878784,0.0
500,18.861324310302734,0.28540003299713135,,20.717559814453125,0.0
1000,21.336318969726562,0.3781665563583374,,25.23897933959961,0.0
1500,21.726451873779297,0.40658900141716003,,26.319686889648438,0.0
2000,21.98016929626465,0.42312395572662354,,27.264070510864258,0.0
2500,22.157825469970703,0.4319544732570648,,28.242069244384766,0.0
3000,22.34183120727539,0.43408480286598206,,29.94930076599121,0.0
3500,22.36789321899414,0.41937193274497986,,32.41719055175781,0.0
4000,22.080120086669922,0.37640297412872314,,35.12127685546875,0.0
4500,21.954843521118164,0.3617600202560425,,36.277915954589844,0.0
4999,21.882715225219727,0.35007548332214355,,39.480812072753906,0.0
