epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.35596081614494324,10.599458694458008,0.30678603053092957,,10.8823881149292,0.002999999704010574,0.02999999703921747,100,250,100,100,250,5000,,cosine_inc_closed_form,1.882995843887329,1.9961402416229248,7.336071491241455,1.064193606376648,77.88463592529297,182.55279541015625,1.1332296133041382,1119.486328125,76.5114974975586,182.20901489257812,1.1452317237854004,4478.97119140625,75.48503112792969,181.2815399169922,1.1517757177352905,588.086669921875,1.8438235521316528,2.732632875442505,0.915947675704956,1.606065273284912,10.044155388607836
500,0.0185899268835783,16.185489654541016,0.36151376366615295,,17.30477523803711,0.0029263178201258035,0.02926295708101175,104,250,100,100,250,5000,,cosine_inc_closed_form,1.9352720975875854,1.998881459236145,15.67652416229248,1.034024953842163,60.51206588745117,167.60470581054688,1.5876370668411255,638.7607421875,60.68894577026367,167.33694458007812,1.5790224075317383,6272.45654296875,60.2265625,169.81138610839844,1.5186593532562256,9903.306640625,1.1046345233917236,1.4234018325805664,8.167617797851562,8.034563064575195,487.4668367322408
1000,0.012936263345181942,17.349166870117188,0.3709464967250824,,18.898136138916016,0.0027130669537502256,0.027129808451334846,114,250,100,100,250,5000,,cosine_inc_closed_form,1.9280599355697632,1.998607873916626,18.404451370239258,1.0380349159240723,55.337303161621094,145.39207458496094,2.1999104022979736,26656.30859375,52.27134323120117,144.83738708496094,2.2551615238189697,2729.06884765625,48.76297378540039,142.34210205078125,2.1662580966949463,1737.7291259765625,1.0534559488296509,1.255440354347229,11.034966468811035,9.204686164855957,2182.663264964602
1500,0.010333729907870293,17.99782943725586,0.38100752234458923,,19.830440521240234,0.002381121585490829,0.023809358600580043,131,250,100,100,250,5000,,cosine_inc_closed_form,1.9197940826416016,1.9982548952102661,19.8386173248291,1.0426887273788452,51.72917938232422,134.0275115966797,2.748516798019409,2572.455078125,52.407798767089844,135.25059509277344,2.7179529666900635,1974.684326171875,43.87769317626953,125.98568725585938,2.7365362644195557,2197.07763671875,1.05402672290802,1.2560679912567139,12.032679557800293,9.57435417175293,4879.949096708978
2000,0.008387289941310883,18.554752349853516,0.392617791891098,,20.731897354125977,0.0019629748407922155,0.01962663629507368,152,250,100,100,250,5000,,cosine_inc_closed_form,1.917978286743164,1.9981714487075806,20.627336502075195,1.0437195301055908,49.34238052368164,129.45616149902344,3.225606918334961,914.372314453125,50.09387969970703,130.95018005371094,3.1713004112243652,1798.592529296875,42.41220474243164,118.21604919433594,3.148831605911255,8972.6982421875,1.0512417554855347,1.2439136505126953,12.999726295471191,10.225214958190918,8637.252654906571
2500,0.007394521497189999,18.897327423095703,0.40254172682762146,,21.338417053222656,0.0014995578364251723,0.014991075536818636,175,250,100,100,250,5000,,cosine_inc_closed_form,1.9171503782272339,1.9981327056884766,21.108169555664062,1.044190526008606,49.64604568481445,128.9620361328125,3.560220241546631,45185.01953125,49.8626708984375,129.53273010253906,3.5017614364624023,3006.748046875,41.197574615478516,114.00358581542969,3.4734673500061035,2424.42724609375,1.049524188041687,1.2358850240707397,14.048370361328125,10.844430923461914,12841.127670517475
3000,0.00646569998934865,19.17573356628418,0.4108627140522003,,21.858600616455078,0.0010362330575932738,0.010356437310683876,198,250,100,100,250,5000,,cosine_inc_closed_form,1.9149906635284424,1.9980297088623047,21.416704177856445,1.045422077178955,50.53288269042969,130.11302185058594,3.7996842861175537,1998.256591796875,51.06443405151367,129.46153259277344,3.7103729248046875,14645.955078125,40.412235260009766,111.68772888183594,3.7161149978637695,753.9462280273438,1.0498484373092651,1.2356493473052979,15.097625732421875,11.33720588684082,16940.08218978416
3500,0.005809159018099308,19.428129196166992,0.4187275171279907,,22.344921112060547,0.000618353961822141,0.00617639229766675,219,250,100,100,250,5000,,cosine_inc_closed_form,1.914080262184143,1.9979854822158813,21.604267120361328,1.0459425449371338,50.84504699707031,131.4519805908203,3.9820289611816406,2215.120849609375,52.09630584716797,129.86903381347656,3.8533735275268555,9118.3681640625,40.320308685302734,110.2109146118164,3.874159097671509,1011.6242065429688,1.0520011186599731,1.242687702178955,16.096223831176758,11.525294303894043,20672.191355024566
4000,0.005437248852103949,19.567983627319336,0.4239378869533539,,22.646997451782227,0.0002868254665407142,0.0028601124277275675,236,250,100,100,250,5000,,cosine_inc_closed_form,1.9138212203979492,1.9979724884033203,21.71000862121582,1.0460907220840454,50.98921203613281,132.30084228515625,4.096329689025879,2402.008056640625,52.632530212402344,130.22760009765625,3.9477691650390625,38473.23046875,40.3096809387207,109.39137268066406,3.9788496494293213,1460.0208740234375,1.051579475402832,1.2408223152160645,17.746742248535156,11.672334671020508,24790.359221431965
4500,0.005283454433083534,19.627134323120117,0.42642560601234436,,22.771570205688477,7.409989076198911e-05,0.00073221828041645,246,250,100,100,250,5000,,cosine_inc_closed_form,1.913866400718689,1.9979749917984009,21.756364822387695,1.0460649728775024,51.117523193359375,132.64295959472656,4.145223140716553,2450.039794921875,52.862762451171875,130.4136505126953,3.9913032054901123,4358.3212890625,40.32329177856445,109.091796875,4.028563499450684,4939.8662109375,1.0489723682403564,1.2303751707077026,18.57853126525879,12.193215370178223,26940.80439470559
