epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,5.588298797607422,0.16552075743675232,,5.680087089538574,0.0
500,18.710834503173828,0.31368935108184814,,21.694820404052734,0.0
1000,19.758556365966797,0.33057650923728943,,23.8158016204834,0.0
1500,20.088586807250977,0.35819438099861145,,24.743942260742188,0.0
2000,20.327735900878906,0.3645557165145874,,25.6328182220459,0.0
2500,20.616004943847656,0.3772803843021393,,27.29520606994629,0.0
3000,20.840927124023438,0.38258373737335205,,29.56106948852539,0.0
3500,20.834144592285156,0.37239351868629456,,31.94733428955078,0.0
4000,20.73685646057129,0.3585989773273468,,34.1471061706543,0.0
4500,20.618303298950195,0.3431900441646576,,38.284141540527344,0.0
4999,20.53628921508789,0.33402708172798157,,40.980995178222656,0.0
