epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.1256154179573059,8.066434860229492,-0.17676658928394318,,8.120294570922852,0.0009999999014026553,1.8611536026000977,1.9944370985031128,5.159709453582764,1.0776052474975586,66.13412475585938,175.77816772460938,0.08384541422128677,2710.054443359375,6.261951923370361,122.09880065917969,0.27357345819473267,4728.8583984375,5.800883769989014,116.70287322998047,0.2814508080482483,6955.9375,2.110525369644165,2.8748743534088135,0.04829595237970352,1.3719048500061035,4118.430311646002
500,0.0016123257810249925,24.084300994873047,0.5576905608177185,,27.322999954223633,0.0009754556526527767,1.860211730003357,1.99435555934906,5.168453216552734,1.0781949758529663,15.161198616027832,125.16964721679688,0.37377846240997314,5981.298828125,1.4641236066818237,9.098525047302246,1.585267186164856,13281.8447265625,1.6859382390975952,10.786776542663574,1.4316425323486328,11787.400390625,1.1620755195617676,1.636747121810913,0.2203332781791687,4.306698322296143,2473044.815025482
1000,0.0007040020427666605,25.49300765991211,0.618279755115509,,31.47385597229004,0.000904419435410629,1.86107337474823,1.9944301843643188,5.168069362640381,1.0776554346084595,15.828346252441406,128.36727905273438,0.3754151463508606,6447.05126953125,1.7002860307693481,15.673501968383789,1.3944740295410156,49890.2109375,1.7973475456237793,13.644174575805664,1.417893648147583,21473.763671875,1.1791200637817383,1.6964125633239746,0.226304829120636,3.7150862216949463,2222429.5277141635
1500,0.0007864611106924713,25.395803451538086,0.6077749133110046,,31.114961624145508,0.0007938447695582991,1.860679030418396,1.9943962097167969,5.167263031005859,1.0779023170471191,17.862886428833008,131.75588989257812,0.3792803883552551,2607.1943359375,2.208911418914795,31.82278060913086,1.2547742128372192,3464.89501953125,1.960303783416748,18.088930130004883,1.401296615600586,39506.08984375,1.1983606815338135,1.7468738555908203,0.23739631474018097,3.6894619464874268,2094259.7799559303
2000,0.00043891731183975935,25.810535430908203,0.6315764784812927,,33.77842712402344,0.0006545554738084113,1.8605722188949585,1.9943870306015015,5.168461322784424,1.0779691934585571,17.929603576660156,132.17567443847656,0.3795049786567688,1849.5469970703125,2.361237049102783,36.724300384521484,1.197385311126709,2741.7119140625,2.0896763801574707,21.59383201599121,1.3875573873519897,30207.13671875,1.2209272384643555,1.8108785152435303,0.24070122838020325,3.408365488052368,2008084.113838358
2500,0.00036027427995577455,25.794979095458984,0.6282593607902527,,34.518863677978516,0.0005001861549145554,1.8605711460113525,1.9943866729736328,5.169083595275879,1.0779699087142944,17.953964233398438,132.51512145996094,0.379944384098053,2945.951171875,2.414994955062866,38.40655517578125,1.1804072856903076,3473.12744140625,2.165116786956787,23.765226364135742,1.3832507133483887,93484.359375,1.2255961894989014,1.8233284950256348,0.24623103439807892,3.3683459758758545,2021385.3993886467
3000,0.00020644525648094714,25.80447006225586,0.6263151168823242,,36.62919235229492,0.00034584755736434975,1.8605968952178955,1.9943891763687134,5.1694536209106445,1.0779536962509155,18.004615783691406,132.75445556640625,0.37984997034072876,11447.3662109375,2.4304282665252686,38.90107727050781,1.1779321432113647,7590.1953125,2.2086880207061768,25.059873580932617,1.3874214887619019,56149.30078125,1.2254701852798462,1.822546362876892,0.2531631290912628,3.3822529315948486,2079820.4777838492
3500,0.00014004319382365793,25.683252334594727,0.6159681677818298,,38.5850944519043,0.0002066474184262493,1.860571265220642,1.9943867921829224,5.169726848602295,1.0779696702957153,18.04462432861328,132.960205078125,0.37974441051483154,1311.479248046875,2.4304258823394775,38.91172409057617,1.1806219816207886,13292.1787109375,2.2350876331329346,25.865564346313477,1.3942829370498657,12914.3935546875,1.2234947681427002,1.8167082071304321,0.260043203830719,3.4158730506896973,2151326.0602064314
4000,0.00011128935875603929,25.477581024169922,0.6004251837730408,,39.53594207763672,9.621161756391294e-05,1.8605705499649048,1.9943867921829224,5.169869899749756,1.077970266342163,18.073081970214844,133.08859252929688,0.37965795397758484,1777.8760986328125,2.425368547439575,38.763145446777344,1.1844297647476196,6785.623046875,2.2509026527404785,26.356468200683594,1.4015148878097534,6903.23876953125,1.2206196784973145,1.8084375858306885,0.26601776480674744,3.4579176902770996,2218859.2311872146
4500,0.00010778277646750212,25.400493621826172,0.5947194695472717,,39.67463302612305,2.535038041721489e-05,1.860568881034851,1.9943866729736328,5.169909954071045,1.0779712200164795,18.082717895507812,133.14471435546875,0.3796449303627014,2254.337646484375,2.424501657485962,38.73884963989258,1.1853883266448975,5474.4462890625,2.2557806968688965,26.519105911254883,1.4044989347457886,7792.71337890625,1.2192846536636353,1.8046544790267944,0.26819851994514465,3.4756531715393066,2243566.704174743
4999,0.00010718245175667107,25.38691520690918,0.5937204957008362,,39.69877243041992,1e-06,1.8605679273605347,1.9943866729736328,5.169916152954102,1.0779719352722168,18.084278106689453,133.15562438964844,0.3796460032463074,2364.78857421875,2.4243695735931396,38.73525619506836,1.1855541467666626,5328.47607421875,2.256622076034546,26.547414779663086,1.4050405025482178,8473.5693359375,1.2190591096878052,1.8040121793746948,0.2685808837413788,3.478715181350708,2247955.103572238
