epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.1256154179573059,4.36135196685791,0.16086429357528687,,4.386353015899658,0.002999999704010574,0.02999999703921747,150,250,100,150,250,5000,,cosine_inc_closed_form,1.868061900138855,1.9950138330459595,5.1781005859375,1.0733087062835693,76.5273208618164,182.27593994140625,0.0702078565955162,272.5066223144531,77.45779418945312,182.579345703125,0.06974485516548157,753.7357177734375,77.5102767944336,181.55751037597656,0.06928934156894684,1539.209228515625,1.0031992197036743,1.0240061283111572,0.9035926461219788,25.5321102142334,4063.9416260733005
500,0.002066908171400428,23.875333786010742,0.5487854480743408,,27.06779670715332,0.0029263178201258035,0.02926295708101175,152,250,100,150,250,5000,,cosine_inc_closed_form,1.8877131938934326,1.9964628219604492,6.328603744506836,1.0613622665405273,58.20418930053711,162.5323486328125,0.3776760399341583,1274.31787109375,28.772686004638672,161.0739288330078,0.703486979007721,1800.135009765625,57.941707611083984,159.4574737548828,1.0097085237503052,43062.99609375,1.1366108655929565,1.5548467636108398,0.36414748430252075,4.886969566345215,1582693.0773882363
1000,0.0015854607336223125,24.216449737548828,0.5718203783035278,,27.783016204833984,0.0027130669537502256,0.027129808451334846,160,250,100,150,250,5000,,cosine_inc_closed_form,1.887930154800415,1.9964772462844849,6.329646587371826,1.061232566833496,62.170013427734375,166.6120147705078,0.34638512134552,730.035400390625,31.36591339111328,162.2613983154297,0.6611492037773132,8014.2509765625,58.63516616821289,165.50811767578125,1.0971832275390625,55382.84765625,1.1638108491897583,1.6523497104644775,0.3637751638889313,3.800821542739868,1481120.321684184
1500,0.0013924927916377783,24.525739669799805,0.5835415720939636,,28.563213348388672,0.002381121585490829,0.023809358600580043,171,250,100,150,250,5000,,cosine_inc_closed_form,1.8881713151931763,1.9964933395385742,6.330251216888428,1.0610885620117188,65.35462188720703,169.27967834472656,0.32089683413505554,479.17510986328125,32.55198287963867,162.93772888183594,0.644305944442749,3896.34716796875,60.801815032958984,168.41505432128906,1.1552517414093018,78005.5625,1.1692615747451782,1.6700538396835327,0.37042415142059326,3.658174991607666,1433819.2537704073
2000,0.0011082912096753716,24.856966018676758,0.6012077927589417,,29.471342086791992,0.0019629748407922155,0.01962663629507368,185,250,100,150,250,5000,,cosine_inc_closed_form,1.8883897066116333,1.9965078830718994,6.331278324127197,1.0609581470489502,66.34716796875,170.64712524414062,0.3073903024196625,743.4844360351562,33.54924774169922,163.31436157226562,0.6335351467132568,3274.138916015625,63.10673141479492,169.75527954101562,1.1946433782577515,76603.4765625,1.184078335762024,1.7086256742477417,0.37410756945610046,3.755406379699707,1410675.1699557954
2500,0.0008477983064949512,25.190088272094727,0.6171733140945435,,30.696287155151367,0.0014995578364251723,0.014991075536818636,200,250,100,150,250,5000,,cosine_inc_closed_form,1.8884927034378052,1.9965146780014038,6.331888675689697,1.060896635055542,67.01542663574219,171.10325622558594,0.2996879518032074,763.1637573242188,33.9451789855957,163.33935546875,0.6310598850250244,1069.953125,63.63142395019531,170.4046630859375,1.2301832437515259,58706.03515625,1.2025197744369507,1.7546122074127197,0.3781143128871918,3.7638182640075684,1425955.6488614613
3000,0.0005808812566101551,25.552711486816406,0.629376232624054,,32.45914077758789,0.0010362330575932738,0.010356437310683876,215,250,100,150,250,5000,,cosine_inc_closed_form,1.888633131980896,1.9965240955352783,6.332463264465332,1.0608128309249878,67.18457794189453,171.1703338623047,0.29628264904022217,765.9529418945312,34.024776458740234,163.34776306152344,0.6322925686836243,6734.861328125,64.79804229736328,170.94520568847656,1.2411149740219116,38651.95703125,1.2169471979141235,1.788257122039795,0.38198375701904297,3.763160467147827,1439772.4274313024
3500,0.0003740178653970361,25.6329345703125,0.6291115880012512,,34.276004791259766,0.000618353961822141,0.00617639229766675,229,250,100,150,250,5000,,cosine_inc_closed_form,1.888673186302185,1.9965267181396484,6.3326640129089355,1.0607889890670776,67.18989562988281,171.21995544433594,0.29562774300575256,1019.8399658203125,34.27610397338867,163.3067169189453,0.6321019530296326,1918.552978515625,64.53813934326172,171.23695373535156,1.2496943473815918,545410.625,1.2254738807678223,1.8073129653930664,0.3864094913005829,3.7598209381103516,1462885.4575858982
4000,0.0002578449493739754,25.632287979125977,0.6215370297431946,,35.878883361816406,0.0002868254665407142,0.0028601124277275675,240,250,100,150,250,5000,,cosine_inc_closed_form,1.8886957168579102,1.9965280294418335,6.332813262939453,1.0607753992080688,67.18427276611328,171.2911834716797,0.29500332474708557,454.3493957519531,34.367366790771484,163.32984924316406,0.6312833428382874,3477.439208984375,64.3290023803711,170.82835388183594,1.2425111532211304,49799.33203125,1.2285586595535278,1.8130029439926147,0.3892815411090851,3.7819504737854004,1460333.320992985
4500,8.137257827911526e-05,25.469083786010742,0.5990687012672424,,40.88707733154297,7.409989076198911e-05,0.00073221828041645,248,250,100,150,250,5000,,cosine_inc_closed_form,1.8887085914611816,1.9965288639068604,6.332822799682617,1.0607677698135376,67.2453384399414,171.2572021484375,0.2945631444454193,493.88189697265625,34.34987258911133,163.32627868652344,0.6314852833747864,2015.5523681640625,64.63201904296875,170.89793395996094,1.2367647886276245,20583.5546875,1.2318521738052368,1.821738600730896,0.3902219533920288,3.7442243099212646,1455384.5266578496
