epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,14.001619338989258,0.6017627120018005,,14.124127388000488,0.0
500,18.01967430114746,0.669553816318512,,18.338321685791016,0.0
1000,19.6046142578125,0.7048461437225342,,20.069190979003906,0.0
1500,20.854068756103516,0.7181158065795898,,21.493640899658203,0.0
2000,21.803966522216797,0.7263323664665222,,22.617475509643555,0.0
2500,22.98208236694336,0.7410675883293152,,24.08681869506836,0.0
3000,23.665760040283203,0.7552938461303711,,25.015390396118164,0.0
3500,24.288633346557617,0.7623102068901062,,25.89325714111328,0.0
4000,24.67145538330078,0.7719246745109558,,26.490676879882812,0.0
4500,24.84166145324707,0.773212730884552,,26.751222610473633,0.0
4999,24.872394561767578,0.7733731269836426,,26.798093795776367,0.0
