epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,11.208623886108398,0.02852509915828705,,11.31919002532959,0.0
500,23.995529174804688,0.5290966033935547,,26.262805938720703,0.0
1000,24.377368927001953,0.5563392639160156,,27.854503631591797,0.0
1500,23.58218765258789,0.5275413990020752,,27.196073532104492,0.0
2000,24.565269470214844,0.5784004330635071,,28.482112884521484,0.0
2500,25.710376739501953,0.630045473575592,,30.51819610595703,0.0
3000,25.957733154296875,0.6436794400215149,,32.785728454589844,0.0
3500,25.73363494873047,0.6301557421684265,,34.277488708496094,0.0
4000,25.498851776123047,0.6099004745483398,,35.560367584228516,0.0
4500,25.307634353637695,0.5950509905815125,,35.969032287597656,0.0
4999,25.270843505859375,0.5921857953071594,,36.033958435058594,0.0
