epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,6.367551803588867,0.541563093662262,,6.394219398498535,0.0
500,11.969686508178711,0.662486732006073,,12.065962791442871,0.0
1000,11.968830108642578,0.6552408337593079,,12.064563751220703,0.0
1500,11.969447135925293,0.6636307835578918,,12.064261436462402,0.0
2000,11.969813346862793,0.6671209335327148,,12.065958976745605,0.0
2500,11.971000671386719,0.675570011138916,,12.06713581085205,0.0
3000,11.972009658813477,0.6859018206596375,,12.068615913391113,0.0
3500,11.972797393798828,0.6934592723846436,,12.068181991577148,0.0
4000,11.973325729370117,0.7005504965782166,,12.069665908813477,0.0
4500,11.973916053771973,0.7051987051963806,,12.069951057434082,0.0
4999,11.970569610595703,0.6745450496673584,,12.250021934509277,0.0
