epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.3530925512313843,6.354061126708984,0.10282274335622787,,6.40407657623291,0.003,0.03,200,250,100,200,250,1333,,cosine_inc_closed_form,0,stable,1.0,1,1.8423250913619995,1.9926795959472656,5.235074043273926,1.0895825624465942,76.48595428466797,182.1423797607422,0.07020063698291779,2581.201904296875,77.40109252929688,182.4231414794922,0.0698205754160881,334.9194030761719,77.80323791503906,181.2583770751953,0.06911621987819672,1115.3175048828125,1.011890172958374,1.073778510093689,0.8993347883224487,16.441452026367188,inf
500,0.057246193289756775,12.222066879272461,0.3537813723087311,,12.422407150268555,0.003,0.03,215,250,100,200,250,1333,,cosine_inc_closed_form,0,stable,1.0,1,1.8947511911392212,1.9969154596328735,7.578524112701416,1.0571798086166382,81.51201629638672,186.90069580078125,0.613824725151062,780.8909912109375,64.59170532226562,194.5894012451172,0.837395429611206,861.18505859375,71.02105712890625,192.74734497070312,0.9778268933296204,8863.978515625,1.0004078149795532,1.003674030303955,0.41894805431365967,226.416015625,inf
1000,0.057231247425079346,12.222819328308105,0.355031281709671,,12.42382526397705,0.003,0.03,243,250,100,200,250,1333,,cosine_inc_closed_form,0,stable,1.0,1,1.924365758895874,1.99845552444458,12.76934814453125,1.0401071310043335,77.72407531738281,183.61166381835938,0.8268818855285645,23754.240234375,73.69258117675781,187.40536499023438,0.9638890624046326,3958.916748046875,76.44869995117188,187.3642578125,1.0897852182388306,3930.665283203125,1.0003169775009155,1.002964735031128,0.43150293827056885,194.6397247314453,inf
1500,0.057235073298215866,12.223403930664062,0.35848724842071533,,12.4244384765625,0.002322972972972973,0.02322972972972973,250,250,100,200,250,1333,,cosine_inc_closed_form,1,linear_decay,0.7743243243243243,1,1.9268534183502197,1.9985589981079102,22.15035629272461,1.038710355758667,76.6436767578125,183.718505859375,0.998896598815918,666.9649658203125,79.662109375,185.2579803466797,1.0755982398986816,667.6845703125,78.7150650024414,185.17098999023438,1.209503412246704,10699.7314453125,1.0002175569534302,1.0021274089813232,0.4522482752799988,208.9290008544922,inf
1999,0.057181086391210556,12.226539611816406,0.3691236674785614,,12.427236557006836,0.0002999999999999999,0.002999999999999999,250,250,100,200,250,1333,,cosine_inc_closed_form,1,linear_decay,0.09999999999999998,1,1.963517427444458,1.9996548891067505,24.1920166015625,1.0187561511993408,75.51850128173828,183.58531188964844,1.045771598815918,6624.11181640625,80.23625183105469,185.1031036376953,1.1071282625198364,1289.5230712890625,79.32699584960938,184.8533935546875,1.2371973991394043,10081.9619140625,1.0001072883605957,1.0011084079742432,0.45356497168540955,448.34515380859375,inf
