epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,5.472500801086426,0.16500221192836761,,5.561900615692139,0.0
500,18.523466110229492,0.318880170583725,,21.222640991210938,0.0
1000,20.05037498474121,0.3576405942440033,,24.232563018798828,0.0
1500,20.150144577026367,0.36718979477882385,,24.37377166748047,0.0
2000,20.126663208007812,0.35679224133491516,,24.272329330444336,0.0
2500,18.612916946411133,0.28719648718833923,,21.047359466552734,0.0
3000,12.532716751098633,0.21235620975494385,,13.014728546142578,0.0
3500,12.534358978271484,0.21524690091609955,,13.016921043395996,0.0
4000,12.535205841064453,0.2164246290922165,,13.018295288085938,0.0
4500,12.536127090454102,0.2178020477294922,,13.018665313720703,0.0
4999,12.537357330322266,0.21986162662506104,,13.020018577575684,0.0
