epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.34638285636901855,9.59344482421875,0.3590971529483795,,9.87125015258789,0.003,0.03,150,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8816859722137451,1.996047854423523,7.323938369750977,1.0649839639663696,77.87637329101562,182.54974365234375,1.1332883834838867,1073.229736328125,76.53279113769531,182.20840454101562,1.145071029663086,3684.0595703125,75.47393035888672,181.28292846679688,1.151865005493164,605.034912109375,1.843206763267517,2.7322332859039307,0.916016161441803,1.606420636177063,10.028183349732696
500,0.031911224126815796,14.12838077545166,0.4254765808582306,,14.967720031738281,0.003,0.03,155,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.6955105066299438,1.9678348302841187,20.032556533813477,1.199079990386963,66.65523529052734,171.22991943359375,1.6033813953399658,5028.33642578125,63.167762756347656,169.8403778076172,1.6334151029586792,580.5169677734375,60.4816780090332,171.44773864746094,1.5317577123641968,453.9477844238281,1.135460376739502,1.4994616508483887,8.021309852600098,8.463464736938477,644.6220433421435
1000,0.02016470767557621,15.694906234741211,0.44160768389701843,,16.954853057861328,0.003,0.03,171,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.7050623893737793,1.970152735710144,23.84497833251953,1.1909300088882446,61.6998405456543,153.56008911132812,2.3679280281066895,2895.022216796875,57.6281623840332,150.89501953125,2.4207682609558105,1030.75927734375,45.81636428833008,143.4403076171875,2.274155378341675,12072.5849609375,1.077691912651062,1.3223378658294678,11.564889907836914,12.555145263671875,3594.8459444058576
1500,0.015483183786273003,16.533092498779297,0.45171448588371277,,18.116268157958984,0.003,0.03,192,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.7146130800247192,1.9723598957061768,25.577138900756836,1.182944893836975,62.30474090576172,144.2766571044922,2.991501569747925,1437.38525390625,58.60432434082031,143.40966796875,3.042449951171875,45939.7890625,43.314571380615234,127.99848175048828,2.8512866497039795,3147.96484375,1.0572701692581177,1.254179835319519,13.566988945007324,14.254630088806152,9005.109364042826
2000,0.029558980837464333,14.400887489318848,0.425854355096817,,15.298834800720215,0.003,0.03,215,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.7593204975128174,1.9813140630722046,26.58409881591797,1.1475918292999268,60.77816390991211,143.26524353027344,3.309307098388672,35520.125,58.08275604248047,143.16184997558594,3.322371244430542,1062.6640625,43.70604705810547,128.3040771484375,3.0683882236480713,673.4944458007812,1.0858933925628662,1.3407151699066162,14.724323272705078,14.672378540039062,13205.438403152773
2500,0.020670704543590546,15.747014045715332,0.44081616401672363,,17.02997589111328,0.003,0.03,235,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.7539581060409546,1.9803541898727417,26.676620483398438,1.151665449142456,57.6285285949707,142.4005584716797,3.9224612712860107,2875.886962890625,55.02030563354492,142.4123077392578,3.8605103492736816,655.7781982421875,38.33868408203125,124.51493835449219,3.651698112487793,2096.488037109375,1.083433985710144,1.332435131072998,15.461352348327637,15.268672943115234,22807.439947846113
3000,0.01623070240020752,16.315284729003906,0.45009705424308777,,17.837757110595703,0.003,0.03,248,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.752160906791687,1.9800257682800293,26.73638916015625,1.1530407667160034,56.890499114990234,139.353271484375,4.523695945739746,2511.512451171875,51.179439544677734,138.60447692871094,4.50126838684082,1096.8525390625,36.003822326660156,117.92761993408203,4.158961296081543,1101.3226318359375,1.0786373615264893,1.3177776336669922,15.66971206665039,15.666414260864258,35479.45697055406
3500,0.013846212066709995,16.766544342041016,0.45947790145874023,,18.498035430908203,0.0027293517406962787,0.027293517406962786,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.9097839135654262,1,1.750970482826233,1.9798061847686768,26.790502548217773,1.153954267501831,55.609962463378906,136.14761352539062,5.141806602478027,2311.469970703125,47.744415283203125,134.33969116210938,5.157103061676025,1454.8004150390625,34.880455017089844,112.44644165039062,4.586145877838135,2664.58349609375,1.075212001800537,1.3071259260177612,15.911287307739258,15.972373962402344,51838.877773730455
4000,0.011957917362451553,17.27073860168457,0.46861615777015686,,19.256683349609375,0.001919027611044418,0.01919027611044418,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.6396758703481393,1,1.750309705734253,1.9796838760375977,26.851966857910156,1.154462218284607,54.36476516723633,133.72715759277344,5.651261329650879,2596.466796875,45.89881134033203,130.6202850341797,5.666192054748535,2196.530029296875,33.75407028198242,108.05084991455078,4.97657585144043,7047.15283203125,1.071095585823059,1.2938717603683472,16.36570167541504,16.520265579223633,70029.0189271288
4500,0.0103727662935853,17.640214920043945,0.47753801941871643,,19.856788635253906,0.001108703481392557,0.01108703481392557,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.36956782713085234,1,1.7508790493011475,1.97978937625885,26.901687622070312,1.154024362564087,53.96007537841797,132.249755859375,5.960964202880859,2251.807861328125,45.128604888916016,128.21803283691406,5.993804454803467,1220.6680908203125,33.151405334472656,105.07666778564453,5.258365154266357,1960.693115234375,1.0676230192184448,1.2826602458953857,16.908864974975586,16.92371368408203,85460.1807130361
