epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.43810397386550903,6.216129779815674,0.5411591529846191,,6.241817474365234,0.003,0.03,150,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8579224348068237,1.994154930114746,5.217366695404053,1.0796326398849487,76.38289642333984,182.27801513671875,0.07027068734169006,247.60504150390625,77.58634185791016,182.59536743164062,0.06969080120325089,575.08447265625,77.53697967529297,181.5326690673828,0.06926526874303818,890.374267578125,1.0032005310058594,1.0240147113800049,0.9032908082008362,25.52188491821289,4092.456768679501
500,0.0007474694866687059,26.632793426513672,0.755463182926178,,31.35026741027832,0.003,0.03,155,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.9362752437591553,1.9989169836044312,6.0590691566467285,1.033470869064331,37.37782669067383,153.23094177246094,0.4896518290042877,1262.7420654296875,30.93008804321289,162.12582397460938,0.7210473418235779,60980.75390625,54.21356201171875,158.1294708251953,1.0507917404174805,9111.5048828125,1.0401690006256104,1.1881226301193237,0.3741045892238617,20.23737144470215,2152815.05675316
1000,0.000551181030459702,26.965320587158203,0.7844690680503845,,32.649940490722656,0.003,0.03,171,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.936767578125,1.998934268951416,6.058423042297363,1.0331991910934448,39.61497497558594,152.0803985595703,0.49041610956192017,753.5355224609375,36.09811019897461,162.43386840820312,0.6404038071632385,7079.4326171875,57.38739776611328,164.33181762695312,1.1201224327087402,94533.1015625,1.0625804662704468,1.2928433418273926,0.37042611837387085,8.041940689086914,2021088.3071148535
1500,0.00047605278086848557,27.269380569458008,0.7957693934440613,,33.01993942260742,0.003,0.03,192,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.9374969005584717,1.9989595413208008,6.058230876922607,1.0327972173690796,43.79723358154297,150.4949188232422,0.48570990562438965,2232.5390625,40.12091064453125,162.1984405517578,0.5883463025093079,14286.8876953125,61.93378448486328,167.93885803222656,1.1832129955291748,115926.140625,1.0781339406967163,1.3554294109344482,0.37254491448402405,6.5559234619140625,1953607.6391051738
2000,0.00047079299110919237,27.451217651367188,0.803081750869751,,33.040672302246094,0.003,0.03,215,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.9379127025604248,1.9989736080169678,6.058681964874268,1.032568335533142,49.33132553100586,149.0791778564453,0.474336177110672,635.9612426757812,43.109107971191406,161.21998596191406,0.5519564747810364,656.086669921875,66.42471313476562,169.93685913085938,1.2535347938537598,54752.29296875,1.0870589017868042,1.3900394439697266,0.3748280107975006,5.96835994720459,1907996.7635280252
2500,0.0004918664344586432,27.57135009765625,0.8082177042961121,,32.964195251464844,0.003,0.03,235,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.9387614727020264,1.999002456665039,6.05999231338501,1.0321015119552612,54.28422164916992,149.8094482421875,0.44943517446517944,686.7868041992188,44.55381393432617,159.39080810546875,0.5317050814628601,1124.00244140625,68.22602081298828,170.88214111328125,1.3598994016647339,24046.087890625,1.095106840133667,1.4175100326538086,0.37051576375961304,5.830277442932129,1867941.973612627
3000,0.0005475241923704743,26.515010833740234,0.8025795817375183,,32.27641296386719,0.003,0.03,248,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.9396637678146362,1.9990323781967163,6.058791160583496,1.031605839729309,54.62626266479492,151.25730895996094,0.4305543303489685,6078.73583984375,46.09482192993164,157.44613647460938,0.5174258947372437,1503.0107421875,72.3116455078125,172.17311096191406,1.4400464296340942,21235.0859375,1.0990201234817505,1.4276044368743896,0.3665883541107178,6.029885768890381,1824136.0576335397
3500,0.00047108696890063584,26.491809844970703,0.810948371887207,,32.63569259643555,0.0027293517406962787,0.027293517406962786,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.9097839135654262,1,1.9405105113983154,1.9990602731704712,6.0609002113342285,1.0311412811279297,56.28083801269531,151.12818908691406,0.41360148787498474,1717.55419921875,51.377197265625,155.8406219482422,0.5039082765579224,1393.8875732421875,72.39976501464844,173.0665283203125,1.5502204895019531,18687.986328125,1.1076021194458008,1.4538099765777588,0.3588659465312958,6.007693290710449,1799021.7128679568
4000,0.00015965297643560916,28.30472755432129,0.8450810313224792,,37.56171798706055,0.001919027611044418,0.01919027611044418,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.6396758703481393,1,1.9410831928253174,1.9990787506103516,6.066188812255859,1.0308274030685425,56.36320495605469,148.8463897705078,0.4252451956272125,711.7699584960938,50.46002960205078,154.10098266601562,0.5232783555984497,6388.712890625,72.4179916381836,173.0691680908203,1.617912769317627,69258.1015625,1.1206761598587036,1.4992766380310059,0.35475489497184753,5.488675594329834,1983405.78425056
4500,6.015695907990448e-05,28.171131134033203,0.8522024154663086,,42.432865142822266,0.001108703481392557,0.01108703481392557,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.36956782713085234,1,1.9411031007766724,1.9990794658660889,6.065676212310791,1.0308165550231934,55.51002502441406,147.63674926757812,0.43745866417884827,3995.59765625,51.55451202392578,154.013427734375,0.5221003293991089,3820.2451171875,72.40100860595703,172.8794708251953,1.6462351083755493,416895.0,1.1331567764282227,1.543569803237915,0.3546283543109894,4.971297264099121,2070501.2398033629
