epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,5.588298797607422,0.16552075743675232,,5.680087089538574,0.0
500,18.854494094848633,0.28762364387512207,,22.02892303466797,0.0
1000,19.726978302001953,0.3311285078525543,,23.71057891845703,0.0
1500,20.23177719116211,0.36481451988220215,,24.92351722717285,0.0
2000,20.488012313842773,0.3853151500225067,,25.509708404541016,0.0
2500,20.591846466064453,0.3944894075393677,,25.610729217529297,0.0
3000,20.485759735107422,0.39089372754096985,,25.46219825744629,0.0
3500,20.4798526763916,0.39860785007476807,,25.59383773803711,0.0
4000,21.409990310668945,0.45714226365089417,,29.28766441345215,0.0
4500,21.693073272705078,0.4693053662776947,,32.69482421875,0.0
4999,21.594120025634766,0.44607821106910706,,37.481536865234375,0.0
