epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.18784530460834503,5.588298797607422,0.16552075743675232,,5.680087089538574,0.003,0.03,0,stable,1.0,1,1.8614530563354492,1.9944628477096558,5.172408580780029,1.0774178504943848,76.66914367675781,182.3046112060547,0.07016395032405853,367.5367126464844,77.6846923828125,182.5663604736328,0.06967031955718994,496.8272399902344,77.744140625,181.6664581298828,0.06914840638637543,1750.337646484375,1.006194829940796,1.0418444871902466,0.9019402265548706,25.006359100341797,4036.9610233288945
500,0.006429693661630154,18.854494094848633,0.28762364387512207,,22.02892303466797,0.003,0.03,0,stable,1.0,1,1.8989583253860474,1.9971693754196167,6.305972576141357,1.0547031164169312,85.14583587646484,197.12025451660156,0.36847731471061707,406.21514892578125,57.33986282348633,173.72996520996094,0.6548641324043274,800.043701171875,76.17510223388672,201.2216796875,0.8874818086624146,16507.533203125,1.1396368741989136,1.4587334394454956,0.5339372158050537,30.147693634033203,1845880.8122329882
1000,0.004154938738793135,19.726978302001953,0.3311285078525543,,23.71057891845703,0.003,0.03,0,stable,1.0,1,1.8984599113464355,1.9971401691436768,6.310064792633057,1.0549955368041992,82.7547378540039,194.18304443359375,0.36345016956329346,19394.279296875,59.131290435791016,164.36380004882812,0.6209827661514282,3048.606201171875,75.91896057128906,201.163818359375,0.8898511528968811,100534.2734375,1.223530650138855,1.6925122737884521,0.567333459854126,7.495643138885498,1840576.9234619553
1500,0.003316403366625309,20.23177719116211,0.36481451988220215,,24.92351722717285,0.003,0.03,0,stable,1.0,1,1.8989629745483398,1.9971697330474854,6.3124680519104,1.0547003746032715,81.5232162475586,191.613037109375,0.36184924840927124,1357.4998779296875,57.303260803222656,155.4400177001953,0.6166849732398987,11048.412109375,76.05691528320312,201.1501922607422,0.8896273970603943,5302.06396484375,1.2390379905700684,1.743514060974121,0.5912721753120422,6.264357089996338,1896818.5599428008
2000,0.0031183906830847263,20.488012313842773,0.3853151500225067,,25.509708404541016,0.003,0.03,0,stable,1.0,1,1.8991998434066772,1.9971836805343628,6.315037727355957,1.0545614957809448,78.71380615234375,189.47804260253906,0.3649187982082367,328.37957763671875,52.829750061035156,145.65985107421875,0.6465590596199036,14623.484375,76.08638763427734,201.11460876464844,0.8899801969528198,16039.431640625,1.206154227256775,1.6848756074905396,0.5987828969955444,6.232819557189941,2032685.0006447474
2500,0.002813437720760703,20.591846466064453,0.3944894075393677,,25.610729217529297,0.003,0.03,0,stable,1.0,1,1.8992018699645996,1.9971836805343628,6.317798137664795,1.0545603036880493,75.06523132324219,187.48715209960938,0.37028953433036804,3880.46826171875,48.9472541809082,136.4005126953125,0.6937857866287231,36246.15234375,76.05081939697266,201.11990356445312,0.8906919360160828,9062.4404296875,1.1887409687042236,1.6463353633880615,0.5903968811035156,6.418970108032227,2184963.1740653324
3000,0.002605041954666376,20.485759735107422,0.39089372754096985,,25.46219825744629,0.003,0.03,0,stable,1.0,1,1.898524522781372,1.9971439838409424,6.321250915527344,1.054957628250122,74.76559448242188,185.7413787841797,0.3703767657279968,1074.813720703125,48.809993743896484,129.73634338378906,0.7332652807235718,4419.2373046875,76.28824615478516,201.0966796875,0.8898754119873047,2880.614013671875,1.1765575408935547,1.610799789428711,0.5810875296592712,6.981823444366455,2272577.0384766557
3500,0.002791157690808177,20.4798526763916,0.39860785007476807,,25.59383773803711,0.0027293517406962787,0.027293517406962786,1,linear_decay,0.9097839135654262,1,1.897823452949524,1.9971020221710205,6.324451446533203,1.05536949634552,72.38734436035156,183.966064453125,0.37734922766685486,807.3153076171875,50.66450119018555,129.24688720703125,0.7754338979721069,2328.01318359375,76.7436294555664,201.07664489746094,0.8878901600837708,31486.390625,1.1772080659866333,1.6145288944244385,0.5534823536872864,6.840659141540527,2328166.8323683245
4000,0.0012286801356822252,21.409990310668945,0.45714226365089417,,29.28766441345215,0.001919027611044418,0.01919027611044418,1,linear_decay,0.6396758703481393,1,1.8981213569641113,1.9971199035644531,6.328618049621582,1.05519437789917,72.76190185546875,183.4074249267578,0.3782891631126404,577.543212890625,50.797019958496094,129.22525024414062,0.806572437286377,22369.359375,76.68842315673828,201.07290649414062,0.8886171579360962,4042.35400390625,1.1894621849060059,1.6470074653625488,0.5629773736000061,6.459194183349609,2472986.6005576393
4500,0.0005364752723835409,21.693073272705078,0.4693053662776947,,32.69482421875,0.001108703481392557,0.01108703481392557,1,linear_decay,0.36956782713085234,1,1.898485541343689,1.9971414804458618,6.329211711883545,1.0549805164337158,73.63655853271484,183.49392700195312,0.37420374155044556,2986.845458984375,50.162025451660156,129.3401641845703,0.8154023885726929,2263.64892578125,76.6970443725586,201.0630340576172,0.8886277079582214,10096.5166015625,1.2044025659561157,1.6857175827026367,0.5743686556816101,6.048928260803223,2523366.1657453235
4999,0.00018194624863099307,21.594120025634766,0.44607821106910706,,37.481536865234375,0.0002999999999999999,0.002999999999999999,1,linear_decay,0.09999999999999998,1,1.8983160257339478,1.9971314668655396,6.329448699951172,1.0550800561904907,73.69964599609375,183.548095703125,0.373543918132782,1126.020751953125,50.29448699951172,129.5118408203125,0.8162226676940918,2913.851806640625,76.7238540649414,201.05996704101562,0.8884230256080627,2535.795654296875,1.213804841041565,1.7093383073806763,0.5859787464141846,5.826927185058594,2571922.282856091
