epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,5.635677337646484,0.19677740335464478,,5.745443820953369,0.0
500,13.543834686279297,0.4207877218723297,,14.267370223999023,0.0
1000,14.3197021484375,0.4308594763278961,,15.204154968261719,0.0
1500,14.364542007446289,0.4291304051876068,,15.265953063964844,0.0
2000,15.067350387573242,0.4366798400878906,,16.140216827392578,0.0
2500,15.26777172088623,0.4375344514846802,,16.403350830078125,0.0
3000,15.472773551940918,0.43935486674308777,,16.670591354370117,0.0
3500,15.590389251708984,0.4403473138809204,,16.825597763061523,0.0
4000,15.662175178527832,0.44105610251426697,,16.921993255615234,0.0
4500,15.69446086883545,0.44137391448020935,,16.96541976928711,0.0
4999,15.700255393981934,0.44142434000968933,,16.973207473754883,0.0
