epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.38233429193496704,5.983178615570068,0.01567581295967102,,6.103267669677734,0.003,0.03,150,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8766460418701172,1.9956809282302856,7.329784393310547,1.0680408477783203,77.87464141845703,182.55853271484375,1.1333191394805908,1006.2516479492188,76.5280990600586,182.20596313476562,1.1450849771499634,14802.73046875,75.47494506835938,181.2862091064453,1.1521867513656616,645.6981201171875,1.7404346466064453,2.656052589416504,0.8530828356742859,1.6533056497573853,1495943.5440520237
500,0.006872971076518297,19.03094482421875,0.514055073261261,,22.442020416259766,0.003,0.03,155,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8987007141113281,1.9971543550491333,8.158117294311523,1.0548542737960815,76.26123809814453,182.12319946289062,1.1571848392486572,674.2100830078125,75.9303207397461,182.1820831298828,1.1316543817520142,4689.32958984375,59.01835632324219,171.36813354492188,1.1457794904708862,4928.0517578125,1.3815513849258423,1.9088267087936401,0.6447783708572388,7.036749362945557,1262809.8971488012
1000,0.004131676629185677,19.009090423583984,0.5345873236656189,,22.52729606628418,0.003,0.03,171,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8891572952270508,1.9965585470199585,8.395862579345703,1.0605000257492065,74.59370422363281,181.46835327148438,1.1773782968521118,3297.40673828125,75.53369903564453,181.7530059814453,1.1291269063949585,425.7042541503906,60.9516716003418,169.29653930664062,1.1595855951309204,1626.4461669921875,1.5828087329864502,2.4654271602630615,0.728357195854187,2.1272270679473877,1508312.4425147024
1500,0.0043901102617383,19.312297821044922,0.5433259010314941,,23.115346908569336,0.003,0.03,192,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.878007173538208,1.9957817792892456,8.58860969543457,1.0672125816345215,72.79824829101562,180.48216247558594,1.2020237445831299,762.2284545898438,74.88249969482422,181.22018432617188,1.1312276124954224,833.9793701171875,61.13335418701172,166.19947814941406,1.2029480934143066,914.4806518554688,1.6205917596817017,2.5267913341522217,0.8069936633110046,1.9400436878204346,1813939.9528827767
2000,0.0057074399664998055,19.336320877075195,0.5479598641395569,,22.48635482788086,0.003,0.03,215,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8699263334274292,1.9951632022857666,8.775738716125488,1.072157859802246,71.10314178466797,179.42723083496094,1.2327311038970947,432.5576477050781,73.22187042236328,180.51608276367188,1.1501973867416382,9427.8447265625,62.16652297973633,163.073974609375,1.2443428039550781,2094.652099609375,1.5715183019638062,2.4625821113586426,0.884910523891449,2.0742173194885254,2192218.2973160916
2500,0.0033689821138978004,19.57876968383789,0.5600500702857971,,23.32413673400879,0.003,0.03,235,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.865045189857483,1.994766354560852,8.929398536682129,1.075178623199463,70.1469497680664,178.3436737060547,1.2647616863250732,1168.9063720703125,72.2298355102539,179.70834350585938,1.1680842638015747,610.7272338867188,62.80384063720703,159.74537658691406,1.3067076206207275,755.450927734375,1.5008022785186768,2.356743812561035,0.9830308556556702,2.311812162399292,2711256.6944717066
3000,0.04988246411085129,10.844976425170898,0.2079685479402542,,11.212681770324707,0.003,0.03,248,250,100,150,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8492157459259033,1.99335515499115,9.040571212768555,1.0851529836654663,68.9357681274414,176.5140380859375,1.307625412940979,1376.4462890625,70.58753967285156,177.90158081054688,1.1872583627700806,1203.353515625,57.51637268066406,156.04347229003906,1.4412857294082642,2828.011474609375,1.4617273807525635,2.2958199977874756,1.1068010330200195,2.434478759765625,3582317.5946335276
3500,0.0036276683676987886,19.607688903808594,0.5524850487709045,,24.66757583618164,0.0027293517406962787,0.027293517406962786,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.9097839135654262,1,1.840491771697998,1.992493748664856,9.311132431030273,1.0907702445983887,68.0234146118164,176.35276794433594,1.390986680984497,1056.9217529296875,73.74322509765625,178.56312561035156,1.2972567081451416,2539.741943359375,62.44417953491211,164.752685546875,1.5698003768920898,6287.83203125,1.1036969423294067,1.4344642162322998,3.753690004348755,6.6595563888549805,15840694.408105362
4000,0.0018859851406887174,21.103252410888672,0.6010489463806152,,27.425819396972656,0.001919027611044418,0.01919027611044418,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.6396758703481393,1,1.841066598892212,1.9925522804260254,9.386945724487305,1.0903974771499634,67.2791748046875,175.78704833984375,1.423600435256958,677.7858276367188,75.27479553222656,178.2606964111328,1.3435313701629639,591.3133544921875,63.588157653808594,166.55441284179688,1.5959126949310303,1389.7613525390625,1.1340107917785645,1.5142910480499268,4.225180149078369,6.8599653244018555,19370220.873621147
4500,0.0010012370767071843,21.32512664794922,0.6118864417076111,,30.010211944580078,0.001108703481392557,0.01108703481392557,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.36956782713085234,1,1.8424222469329834,1.9926894903182983,9.38883113861084,1.089519739151001,66.65237426757812,175.42330932617188,1.4436267614364624,740.2393188476562,74.34268188476562,177.5770721435547,1.3998934030532837,489.37579345703125,64.11749267578125,167.05368041992188,1.6321383714675903,871.8007202148438,1.1639635562896729,1.5746654272079468,4.707030296325684,7.598844528198242,23323051.475458857
4999,0.0006920418818481266,21.385818481445312,0.6154558658599854,,31.60002899169922,0.0002999999999999999,0.002999999999999999,250,250,100,150,250,3333,,cosine_inc_closed_form,1,linear_decay,0.09999999999999998,1,1.8423559665679932,1.992682695388794,9.3855619430542,1.0895625352859497,66.70703887939453,175.336181640625,1.4521130323410034,1281.5220947265625,73.47781372070312,176.98086547851562,1.4429181814193726,2237.97802734375,63.192283630371094,167.30455017089844,1.681295394897461,5715.83056640625,1.1780884265899658,1.5967986583709717,5.08030891418457,8.22062873840332,26875498.973109167
