Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8454177379608154,1.9929873943328857,5.205366611480713,1.087587833404541,76.49287414550781,182.09619140625,0.07018043100833893,718.5015258789062,77.22108459472656,182.4588165283203,0.06986851245164871,338.66424560546875,77.6556396484375,181.4661102294922,0.06919298321008682,6378.8046875,1.003196120262146,1.0239859819412231,0.9033270478248596,25.50893783569336,inf
500,1.8609180450439453,1.9944168329238892,7.148728847503662,1.0777525901794434,73.0601806640625,177.6870880126953,0.5585858225822449,1664.76171875,50.79698944091797,177.21376037597656,0.8122233152389526,2943.845458984375,48.74734115600586,159.0642547607422,0.9609933495521545,188936.90625,1.0000243186950684,1.0002923011779785,0.4165336787700653,533.0496826171875,inf
1000,1.7157329320907593,1.972611665725708,10.082879066467285,1.1820191144943237,70.6433334350586,179.78839111328125,0.7160527110099792,554.3682250976562,58.255306243896484,178.22686767578125,0.9000977873802185,2429.2392578125,54.6778450012207,167.47463989257812,1.0195151567459106,15080.9248046875,1.000016450881958,1.0002036094665527,0.4378328323364258,670.33056640625,inf
1500,1.837270975112915,1.9921602010726929,16.18811798095703,1.0928661823272705,76.28439331054688,179.90338134765625,0.7922959327697754,2883.162109375,62.94398498535156,178.49876403808594,0.9685606956481934,540.4303588867188,57.99338912963867,171.06117248535156,1.0830914974212646,5704.75927734375,1.0000137090682983,1.0001720190048218,0.4339772164821625,812.9808349609375,inf
2000,1.8313192129135132,1.991521954536438,20.09967041015625,1.096771240234375,77.55049896240234,180.03761291503906,0.8584185838699341,601.3616333007812,66.76445770263672,178.831298828125,1.0119175910949707,2421.469482421875,60.959007263183594,172.83421325683594,1.1271306276321411,24383.9609375,1.0000108480453491,1.0001393556594849,0.4359513819217682,946.7377319335938,inf
2500,1.7050626277923584,1.970152735710144,23.8270206451416,1.1909297704696655,75.91942596435547,180.53614807128906,0.9150076508522034,502.8421325683594,67.41956329345703,178.8341827392578,1.0547622442245483,823.8250732421875,62.033973693847656,174.09765625,1.1669074296951294,5912.93798828125,1.0000083446502686,1.0001094341278076,0.444011390209198,1132.7896728515625,inf
3000,1.7439532279968262,1.9784826040267944,23.9582576751709,1.1593836545944214,75.86853790283203,180.51968383789062,0.9411925077438354,561.4347534179688,67.14168548583984,179.30526733398438,1.0844082832336426,1358.6998291015625,63.90422439575195,174.72157287597656,1.1763641834259033,34025.05859375,1.000008225440979,1.000106930732727,0.43716961145401,1135.459716796875,inf
3500,1.7577311992645264,1.9810327291488647,24.053510665893555,1.1487947702407837,75.1004409790039,180.61526489257812,0.9588826894760132,1289.568603515625,69.01494598388672,179.52171325683594,1.081022024154663,2898.459228515625,64.36188507080078,174.89329528808594,1.1852117776870728,18997.755859375,1.0000070333480835,1.0000933408737183,0.43314599990844727,1244.580322265625,inf
4000,1.7701820135116577,1.983168363571167,23.973636627197266,1.139471173286438,74.45903778076172,180.63111877441406,0.9666728973388672,1338.5718994140625,68.76921081542969,179.50819396972656,1.086891770362854,630.0921630859375,64.6430435180664,174.8091583251953,1.1870136260986328,22958.279296875,1.0000061988830566,1.0000816583633423,0.43053877353668213,1464.8973388671875,inf
4500,1.7725266218185425,1.983553171157837,23.95223617553711,1.1377407312393188,74.33209991455078,180.60191345214844,0.9682511687278748,1761.3135986328125,68.76586151123047,179.51194763183594,1.0878387689590454,1772.5936279296875,64.59982299804688,174.80023193359375,1.1881542205810547,940403.9375,1.0000048875808716,1.0000654458999634,0.42896029353141785,1702.9947509765625,inf
4999,1.7725588083267212,1.9835584163665771,23.952953338623047,1.1377170085906982,74.31642150878906,180.6043243408203,0.9683585166931152,1618.6663818359375,68.77703857421875,179.50450134277344,1.087809681892395,1148.6451416015625,64.60541534423828,174.79632568359375,1.1881412267684937,22957.16015625,1.0000044107437134,1.0000596046447754,0.4284907877445221,1920.068359375,inf
