epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,8.432327270507812,0.3099333345890045,,8.474710464477539,0.0
500,11.96771240234375,0.6426995992660522,,12.063238143920898,0.0
1000,11.967491149902344,0.64620041847229,,12.061403274536133,0.0
1500,11.968433380126953,0.653302788734436,,12.06441879272461,0.0
2000,11.968363761901855,0.6543956398963928,,12.065115928649902,0.0
2500,11.968232154846191,0.6533851623535156,,12.064542770385742,0.0
3000,11.967857360839844,0.6468102335929871,,12.064241409301758,0.0
3500,11.966991424560547,0.6419258713722229,,12.062996864318848,0.0
4000,11.96894645690918,0.6569869518280029,,12.06595230102539,0.0
4500,11.970067977905273,0.6674032211303711,,12.066143035888672,0.0
4999,11.973029136657715,0.6953537464141846,,12.069426536560059,0.0
