epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,10.2174711227417,0.2864595055580139,,10.472973823547363,0.0
500,15.81356430053711,0.34925684332847595,,16.818092346191406,0.0
1000,16.04115867614746,0.35167956352233887,,17.106464385986328,0.0
1500,16.381786346435547,0.35711660981178284,,17.545000076293945,0.0
2000,16.67342185974121,0.3628789484500885,,17.936107635498047,0.0
2500,16.95050048828125,0.36801764369010925,,18.302391052246094,0.0
3000,17.142770767211914,0.37235644459724426,,18.572404861450195,0.0
3500,17.289236068725586,0.37620601058006287,,18.772621154785156,0.0
4000,17.401363372802734,0.3791804611682892,,18.932449340820312,0.0
4500,17.453144073486328,0.3807375729084015,,19.007970809936523,0.0
4999,17.462242126464844,0.38099467754364014,,19.021350860595703,0.0
