epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.493304252624512,0.18130910396575928,,9.659489631652832,0.0
500,19.344491958618164,0.29354894161224365,,21.745569229125977,0.0
1000,21.325897216796875,0.382355660200119,,25.223939895629883,0.0
1500,21.940380096435547,0.432551771402359,,26.609363555908203,0.0
2000,22.006202697753906,0.45695802569389343,,26.772014617919922,0.0
2500,14.728452682495117,0.37230420112609863,,15.306654930114746,0.0
3000,14.728365898132324,0.3719569742679596,,15.306488037109375,0.0
3500,14.728499412536621,0.37221279740333557,,15.3064546585083,0.0
4000,14.72916030883789,0.37381577491760254,,15.306829452514648,0.0
4500,14.730162620544434,0.3759371042251587,,15.308304786682129,0.0
4999,14.731042861938477,0.3778810501098633,,15.309236526489258,0.0
