epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.13022403419017792,9.493304252624512,0.18130910396575928,,9.659489631652832,0.003,0.03,100,250,100,100,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.8571640253067017,1.99408757686615,5.176130771636963,1.0801101922988892,76.44416809082031,182.23422241210938,0.07017617672681808,525.0577392578125,77.21296691894531,182.43174743652344,0.06978859752416611,299.6191711425781,77.76227569580078,181.7096710205078,0.06918389350175858,1180.8826904296875,1.0031960010528564,1.0239851474761963,0.9033966064453125,25.514678955078125,inf
500,0.00677887350320816,19.344491958618164,0.29354894161224365,,21.745569229125977,0.003,0.03,108,250,100,100,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.9019982814788818,1.9973458051681519,6.482700347900391,1.0529242753982544,65.11349487304688,155.32310485839844,0.3654269278049469,12072.5556640625,27.81511688232422,144.12091064453125,0.8613126873970032,3495.986328125,32.62709045410156,125.04698944091797,1.0347853899002075,40323.76171875,1.0792300701141357,1.3010368347167969,0.2666284143924713,94.74042510986328,inf
1000,0.0030199862085282803,21.325897216796875,0.382355660200119,,25.223939895629883,0.003,0.03,131,250,100,100,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.901721477508545,1.997329831123352,6.481371879577637,1.0530858039855957,61.57538604736328,157.4361572265625,0.37376871705055237,1515.7056884765625,33.53081130981445,155.98292541503906,0.9016633033752441,545.47705078125,37.75949478149414,143.48121643066406,1.0799510478973389,24836.88671875,1.129352331161499,1.4308229684829712,0.34659162163734436,50.58472442626953,inf
1500,0.0022689716424793005,21.940380096435547,0.432551771402359,,26.609363555908203,0.003,0.03,163,250,100,100,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.902033805847168,1.9973478317260742,6.476712226867676,1.0529035329818726,56.63236999511719,157.4130401611328,0.3903163969516754,788.208251953125,39.20819091796875,163.69288635253906,0.9675253629684448,1846.765380859375,45.06764221191406,157.4657440185547,1.1320265531539917,17929.611328125,1.1651570796966553,1.5092757940292358,0.33976438641548157,40.123470306396484,inf
2000,0.0021617617458105087,22.006202697753906,0.45695802569389343,,26.772014617919922,0.003,0.03,198,250,100,100,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.9031556844711304,1.9974113702774048,6.467402935028076,1.0522494316101074,51.757293701171875,154.78469848632812,0.4622473120689392,848.3779907226562,47.083587646484375,169.4215545654297,1.0289835929870605,2994.888671875,51.24235153198242,165.340576171875,1.2114137411117554,29401.62109375,1.207121729850769,1.589513897895813,0.33988019824028015,32.376373291015625,inf
2500,0.029464876279234886,14.728452682495117,0.37230420112609863,,15.306654930114746,0.003,0.03,228,250,100,100,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.6329690217971802,1.9496909379959106,23.121612548828125,1.2569233179092407,65.0888900756836,171.5867919921875,0.6263149380683899,756.4736938476562,55.60260772705078,174.84567260742188,1.1177012920379639,4306.14013671875,58.6657829284668,169.93597412109375,1.276547908782959,12342.5712890625,1.1180189847946167,1.4010697603225708,0.2017136961221695,297.4788818359375,inf
3000,0.029469139873981476,14.728365898132324,0.3719569742679596,,15.306488037109375,0.003,0.03,246,250,100,100,250,3333,,cosine_inc_closed_form,0,stable,1.0,1,1.658294439315796,1.9576880931854248,39.27338790893555,1.2325084209442139,73.75495147705078,178.72352600097656,0.8166314363479614,361.1767578125,63.93511199951172,177.4193115234375,1.2075282335281372,4628.73876953125,64.39881134033203,174.00961303710938,1.3684097528457642,115906.46875,1.1635957956314087,1.501023292541504,0.1315251737833023,294.218994140625,inf
3500,0.029465749859809875,14.728499412536621,0.37221279740333557,,15.3064546585083,0.0027293517406962787,0.027293517406962786,250,250,100,100,250,3333,,cosine_inc_closed_form,1,linear_decay,0.9097839135654262,1,1.8251911401748657,1.9908339977264404,43.788352966308594,1.100836157798767,75.00575256347656,180.10089111328125,0.9845417141914368,1075.9224853515625,71.36399841308594,178.83206176757812,1.283000111579895,1524.0311279296875,66.76947021484375,176.14820861816406,1.4745107889175415,5335.4697265625,1.293906569480896,1.7096400260925293,0.059007029980421066,123.4156265258789,inf
4000,0.029464418068528175,14.72916030883789,0.37381577491760254,,15.306829452514648,0.001919027611044418,0.01919027611044418,250,250,100,100,250,3333,,cosine_inc_closed_form,1,linear_decay,0.6396758703481393,1,1.7431058883666992,1.9783190488815308,47.79134750366211,1.160044550895691,75.21917724609375,180.37539672851562,1.0819865465164185,30321.771484375,73.44114685058594,179.53712463378906,1.3479348421096802,1242.3597412109375,69.02617645263672,177.5327911376953,1.5256379842758179,2001.00732421875,1.105271339416504,1.377319097518921,0.012886923737823963,29.816381454467773,inf
4500,0.02945437654852867,14.730162620544434,0.3759371042251587,,15.308304786682129,0.001108703481392557,0.01108703481392557,250,250,100,100,250,3333,,cosine_inc_closed_form,1,linear_decay,0.36956782713085234,1,1.688541293144226,1.9660720825195312,49.860595703125,1.205133080482483,73.8344955444336,180.51272583007812,1.1338460445404053,1268.2467041015625,74.6990737915039,179.64682006835938,1.3710123300552368,1422.8697509765625,70.18544006347656,177.98898315429688,1.5469032526016235,493.1219787597656,1.14651620388031,1.4822447299957275,0.007544700056314468,19.61309242248535,inf
4999,0.029450006783008575,14.731042861938477,0.3778810501098633,,15.309236526489258,0.0002999999999999999,0.002999999999999999,250,250,100,100,250,3333,,cosine_inc_closed_form,1,linear_decay,0.09999999999999998,1,1.6912412643432617,1.9667620658874512,50.03236389160156,1.2027771472930908,73.88589477539062,180.68426513671875,1.1427075862884521,870.6935424804688,74.4233169555664,179.5836944580078,1.3814398050308228,4010.85205078125,70.31373596191406,177.9560546875,1.5536695718765259,2028.2386474609375,1.154727578163147,1.4966472387313843,0.004700445104390383,22.265724182128906,inf
