epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,10.116231918334961,0.6514436602592468,,10.179658889770508,0.0
500,22.59283447265625,0.7715415358543396,,23.850900650024414,0.0
1000,23.916444778442383,0.7790553569793701,,25.727556228637695,0.0
1500,24.591291427612305,0.7852235436439514,,26.8184814453125,0.0
2000,25.017606735229492,0.7901465892791748,,27.521818161010742,0.0
2500,25.30388069152832,0.7930991649627686,,28.072967529296875,0.0
3000,25.59556770324707,0.797111988067627,,28.700780868530273,0.0
3500,25.852453231811523,0.8005599975585938,,29.20212173461914,0.0
4000,25.969369888305664,0.802349865436554,,29.495317459106445,0.0
4500,26.025611877441406,0.8033161759376526,,29.63343620300293,0.0
4999,26.0352725982666,0.8034860491752625,,29.656696319580078,0.0
