epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,3.3005175590515137,0.22092147171497345,,3.337719678878784,0.0
500,19.175432205200195,0.3048602044582367,,21.199275970458984,0.0
1000,21.776554107666016,0.4155690371990204,,26.312477111816406,0.0
1500,22.103975296020508,0.4544992446899414,,27.133005142211914,0.0
2000,22.294187545776367,0.4754903018474579,,27.612773895263672,0.0
2500,22.315174102783203,0.48186394572257996,,27.647058486938477,0.0
3000,22.077163696289062,0.46984460949897766,,26.924114227294922,0.0
3500,14.728094100952148,0.3707851469516754,,15.306379318237305,0.0
4000,14.729071617126465,0.3734031617641449,,15.307198524475098,0.0
4500,14.72991943359375,0.3753376007080078,,15.30794620513916,0.0
4999,14.730939865112305,0.3778728246688843,,15.309542655944824,0.0
