epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,8.778656959533691,-0.03832712396979332,,8.918601036071777,0.0
500,23.30693244934082,0.5149498581886292,,34.7828369140625,0.0
1000,23.348379135131836,0.5246845483779907,,34.83061599731445,0.0
1500,23.35104751586914,0.5239244103431702,,34.76646041870117,0.0
2000,23.436294555664062,0.5310003161430359,,36.25011444091797,0.0
2500,23.509639739990234,0.5322679877281189,,40.18033981323242,0.0
3000,23.42222023010254,0.5157766938209534,,38.11199951171875,0.0
3500,23.410215377807617,0.5099738240242004,,41.87629318237305,0.0
4000,23.315866470336914,0.4917941391468048,,42.371742248535156,0.0
4500,23.263912200927734,0.48247870802879333,,42.526756286621094,0.0
4999,23.25416374206543,0.48076510429382324,,42.55430603027344,0.0
