epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.33854711055755615,6.759059429168701,0.015918279066681862,,6.8093061447143555,0.002999999704010574,0.02999999703921747,200,250,100,200,250,5000,,cosine_inc_closed_form,1.8892008066177368,1.9965612888336182,7.316578388214111,1.060474157333374,77.88809204101562,182.55697631835938,1.13322913646698,1080.918212890625,76.53657531738281,182.21353149414062,1.1450248956680298,15080.822265625,75.4475326538086,181.2863006591797,1.1524451971054077,715.1200561523438,1.71743905544281,2.6333725452423096,0.8549273014068604,1.7252064943313599,1496615.1683988853
500,0.0021835644729435444,22.358627319335938,0.5462550520896912,,25.614582061767578,0.0029263178201258035,0.02926295708101175,201,250,100,200,250,5000,,cosine_inc_closed_form,1.9212039709091187,1.9983183145523071,7.8741044998168945,1.0418906211853027,75.94867706298828,181.60633850097656,1.14829683303833,309.557861328125,77.51319122314453,180.95111083984375,1.0933409929275513,958.32666015625,51.82361602783203,160.65426635742188,1.1225662231445312,1530.267333984375,1.9168394804000854,2.6727068424224854,0.7305392026901245,1.9168931245803833,1297138.8064840042
1000,0.0018880777060985565,23.665069580078125,0.6001686453819275,,27.970848083496094,0.0027130669537502256,0.027129808451334846,205,250,100,200,250,5000,,cosine_inc_closed_form,1.9268699884414673,1.9985597133636475,8.005067825317383,1.038701057434082,75.48612976074219,181.29408264160156,1.1564762592315674,7544.8544921875,76.56710052490234,180.12503051757812,1.0889215469360352,1144.33740234375,52.54865264892578,156.9486541748047,1.1475311517715454,1580.495849609375,1.9945679903030396,2.7285566329956055,0.7532369494438171,1.7869216203689575,1394165.75762862
1500,0.0022062589414417744,23.088726043701172,0.5841411352157593,,26.89634132385254,0.002381121585490829,0.023809358600580043,210,250,100,200,250,5000,,cosine_inc_closed_form,1.929107427597046,1.9986497163772583,8.085969924926758,1.037449598312378,74.41497039794922,180.83087158203125,1.172167181968689,45318.22265625,75.09417724609375,179.3269805908203,1.1006090641021729,1434.5191650390625,52.2903938293457,154.61732482910156,1.186694860458374,1907.1224365234375,2.0515096187591553,2.7482476234436035,0.7840638756752014,1.7459313869476318,1552977.8228074708
2000,0.0012632348807528615,24.404903411865234,0.6202500462532043,,28.719642639160156,0.0019629748407922155,0.01962663629507368,217,250,100,200,250,5000,,cosine_inc_closed_form,1.9295834302902222,1.9986683130264282,8.13188648223877,1.0371840000152588,74.32312774658203,180.32972717285156,1.1804296970367432,300.5405578613281,73.46137237548828,178.69891357421875,1.1204960346221924,349.92083740234375,52.082313537597656,153.32069396972656,1.2303061485290527,8615.470703125,2.092608690261841,2.7684967517852783,0.8238193392753601,1.6990234851837158,1744242.7165941014
2500,0.000758771609980613,24.749645233154297,0.6351970434188843,,31.407175064086914,0.0014995578364251723,0.014991075536818636,225,250,100,200,250,5000,,cosine_inc_closed_form,1.9299811124801636,1.998684048652649,8.146459579467773,1.0369622707366943,73.93981170654297,179.9217529296875,1.1908459663391113,429.38897705078125,72.25587463378906,178.24539184570312,1.139440894126892,999.0709228515625,51.429195404052734,152.5001220703125,1.293921709060669,12582.6845703125,2.155482053756714,2.781829833984375,0.8685604333877563,1.6665340662002563,1987670.1815226958
3000,0.0003359014808665961,24.967674255371094,0.6340866088867188,,34.74290466308594,0.0010362330575932738,0.010356437310683876,233,250,100,200,250,5000,,cosine_inc_closed_form,1.9296176433563232,1.9986697435379028,8.145540237426758,1.0371650457382202,73.49054718017578,179.69171142578125,1.200254201889038,2969.450439453125,71.92498779296875,177.84857177734375,1.1506428718566895,470.3304443359375,51.23446273803711,151.7298126220703,1.369149923324585,1112.176513671875,2.226832628250122,2.8013830184936523,0.914542019367218,1.6151140928268433,2253763.4584353976
3500,0.00017445832781959325,24.62082862854004,0.6131510734558105,,37.57733917236328,0.000618353961822141,0.00617639229766675,240,250,100,200,250,5000,,cosine_inc_closed_form,1.9292889833450317,1.9986567497253418,8.144046783447266,1.0373482704162598,73.0714111328125,179.59620666503906,1.2084909677505493,589.268310546875,70.96748352050781,177.6197509765625,1.1664773225784302,1919.131103515625,51.492454528808594,150.8154754638672,1.4397692680358887,25549.109375,2.3009564876556396,2.8204286098480225,0.9481004476547241,1.5618194341659546,2507420.6738889823
4000,0.00011872473260154948,24.437725067138672,0.5880610942840576,,39.25712203979492,0.0002868254665407142,0.0028601124277275675,245,250,100,200,250,5000,,cosine_inc_closed_form,1.9292984008789062,1.9986573457717896,8.143022537231445,1.037343144416809,72.82624053955078,179.55201721191406,1.214377522468567,426.57916259765625,70.16333770751953,177.43292236328125,1.1807799339294434,866.0501098632812,52.024871826171875,149.85409545898438,1.5023161172866821,1998.4410400390625,2.3266804218292236,2.8233091831207275,0.9854779243469238,1.5502705574035645,2765900.3564405376
4500,0.00010457366443006322,24.29256248474121,0.5707135200500488,,39.806209564208984,7.409989076198911e-05,0.00073221828041645,249,250,100,200,250,5000,,cosine_inc_closed_form,1.929344654083252,1.9986591339111328,8.142293930053711,1.0373172760009766,72.71794891357422,179.5458526611328,1.2175930738449097,627.2073364257812,69.85586547851562,177.33380126953125,1.1886972188949585,675.735595703125,52.342350006103516,149.3644256591797,1.5379620790481567,1417.646728515625,2.2977235317230225,2.8198323249816895,1.0139039754867554,1.5637093782424927,2940238.957171693
