epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,7.197921276092529,0.005924444645643234,,7.223805904388428,0.0
500,18.274677276611328,0.1490841507911682,,26.756656646728516,0.0
1000,18.332042694091797,0.14900077879428864,,27.49648666381836,0.0
1500,18.208520889282227,0.14432136714458466,,28.29254150390625,0.0
2000,17.943145751953125,0.13521580398082733,,29.049327850341797,0.0
2500,17.616722106933594,0.12529076635837555,,30.344070434570312,0.0
3000,17.22887420654297,0.1148701086640358,,31.603681564331055,0.0
3500,16.928936004638672,0.10747554153203964,,32.22346115112305,0.0
4000,16.814407348632812,0.10479729622602463,,32.34881591796875,0.0
4500,16.768342971801758,0.10375948995351791,,32.40080261230469,0.0
4999,16.759668350219727,0.10356604307889938,,32.41072463989258,0.0
