Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8955259323120117,1.9969631433486938,7.302000999450684,1.0567224025726318,77.98103332519531,182.5469512939453,1.1329683065414429,1267.0059814453125,76.69538116455078,182.2058868408203,1.1440364122390747,690.6036987304688,75.4715576171875,181.2703094482422,1.1554789543151855,1278.5208740234375,2.679450035095215,2.9886815547943115,0.6120070219039917,1.107559323310852,1070872.8895660662
500,1.8938735723495483,1.9968607425689697,7.308383464813232,1.0576987266540527,78.6239242553711,182.44070434570312,1.1378765106201172,1159.931884765625,77.0892105102539,182.31173706054688,1.148741364479065,388.9593200683594,28.854909896850586,162.48500061035156,2.1165008544921875,3775.36328125,1.272182583808899,1.821279525756836,0.7013514637947083,5.432550430297852,2268886.948252397
1000,1.8943157196044922,1.9968881607055664,7.311267375946045,1.0574370622634888,75.59812927246094,182.06675720214844,1.1650539636611938,2385.07373046875,76.96304321289062,182.32217407226562,1.147181749343872,514.07177734375,30.031082153320312,158.65936279296875,2.191164016723633,2060.357666015625,1.3104392290115356,1.910020112991333,0.6925029754638672,4.653021335601807,2372397.4640838346
1500,1.8945437669754028,1.996902585029602,7.312806606292725,1.0573022365570068,66.3265609741211,181.54078674316406,1.2481738328933716,39005.1484375,76.83782196044922,182.33131408691406,1.1480330228805542,482.6549987792969,30.566272735595703,155.87539672851562,2.2671914100646973,12556.71875,1.3318804502487183,1.9606634378433228,0.7036846876144409,4.265413284301758,2674852.3446818274
2000,1.8948636054992676,1.9969221353530884,7.3138017654418945,1.0571134090423584,61.34902572631836,181.1014862060547,1.3011531829833984,2435.365478515625,76.82024383544922,182.33155822753906,1.1491338014602661,432.1471862792969,30.785484313964844,153.53585815429688,2.3561673164367676,2466.556396484375,1.353966474533081,2.0073282718658447,0.7289321422576904,3.9889931678771973,3005075.7495616106
2500,1.8949449062347412,1.996927261352539,7.315639495849609,1.0570653676986694,57.99264907836914,180.6942596435547,1.341598391532898,7975.12109375,76.877197265625,182.32965087890625,1.1498157978057861,497.6842041015625,30.881155014038086,151.01278686523438,2.4622368812561035,11310.0869140625,1.3754819631576538,2.050168514251709,0.7615306377410889,3.7692055702209473,3385636.214559247
3000,1.8952314853668213,1.9969449043273926,7.316202163696289,1.0568962097167969,55.77389907836914,180.3603515625,1.370848298072815,1944.8331298828125,76.85624694824219,182.3306884765625,1.1511725187301636,500.386474609375,30.819156646728516,148.1720428466797,2.5867607593536377,13058.6748046875,1.3991655111312866,2.0927045345306396,0.8011460304260254,3.588420867919922,3828277.757386271
3500,1.8955761194229126,1.9969661235809326,7.31643533706665,1.0566928386688232,53.91481018066406,180.07830810546875,1.3966377973556519,2352.249755859375,76.84251403808594,182.32424926757812,1.1521046161651611,526.3365478515625,30.639362335205078,145.27244567871094,2.703106641769409,6205.81884765625,1.4175716638565063,2.1252989768981934,0.8328343033790588,3.453611135482788,4240499.475011382
4000,1.895799994468689,1.9969799518585205,7.3166823387146,1.0565606355667114,52.705543518066406,179.87062072753906,1.4148787260055542,1173.1258544921875,76.8503189086914,182.31922912597656,1.1523529291152954,567.9927368164062,30.470434188842773,143.44407653808594,2.7670741081237793,6167.78076171875,1.4259048700332642,2.14109468460083,0.8455080986022949,3.383194923400879,4465575.864375122
4500,1.895875334739685,1.9969843626022339,7.316847324371338,1.056516408920288,52.074302673339844,179.7460479736328,1.4248371124267578,1077.00390625,76.83922576904297,182.31800842285156,1.1525533199310303,565.9395751953125,30.361543655395508,142.6329803466797,2.7955102920532227,3302.03173828125,1.42962646484375,2.1481728553771973,0.8506128787994385,3.3519458770751953,4571547.848524325
4999,1.8958876132965088,1.9969850778579712,7.316884517669678,1.0565091371536255,51.94609069824219,179.71939086914062,1.426877498626709,1085.4156494140625,76.83736419677734,182.3179168701172,1.1525887250900269,563.0101928710938,30.337926864624023,142.4749298095703,2.8010518550872803,3178.979248046875,1.4303572177886963,2.149573802947998,0.8515746593475342,3.345733165740967,4592520.650957081
