epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,7.176262855529785,0.12817955017089844,,7.302083969116211,0.0
500,12.847736358642578,0.321392297744751,,13.332549095153809,0.0
1000,12.848597526550293,0.32336103916168213,,13.333687782287598,0.0
1500,12.849735260009766,0.3262379467487335,,13.335561752319336,0.0
2000,12.850933074951172,0.33003368973731995,,13.336605072021484,0.0
2500,12.851558685302734,0.3318564295768738,,13.33717155456543,0.0
3000,12.852531433105469,0.33391615748405457,,13.337383270263672,0.0
3500,12.853528022766113,0.3370489180088043,,13.338894844055176,0.0
4000,12.85418701171875,0.3391953408718109,,13.339428901672363,0.0
4500,12.854747772216797,0.34075865149497986,,13.340277671813965,0.0
4999,12.854918479919434,0.3412042558193207,,13.346357345581055,0.0
