epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,6.603579521179199,0.4141843318939209,,6.626830101013184,0.0
500,18.65239715576172,0.26531657576560974,,19.746339797973633,0.0
1000,20.43219757080078,0.33596718311309814,,21.675643920898438,0.0
1500,21.80558204650879,0.39614513516426086,,23.27660369873047,0.0
2000,22.436315536499023,0.4202956259250641,,24.237056732177734,0.0
2500,22.977617263793945,0.4221491813659668,,25.43403434753418,0.0
3000,23.263347625732422,0.41678810119628906,,26.741012573242188,0.0
3500,23.198204040527344,0.38932356238365173,,28.11264991760254,0.0
4000,22.905715942382812,0.35085391998291016,,29.89130210876465,0.0
4500,22.43606185913086,0.308672159910202,,32.87465286254883,0.0
4999,22.052242279052734,0.27972614765167236,,36.61791229248047,0.0
