epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,5.987100124359131,0.014112431555986404,,6.080960273742676,0.0
500,19.68764305114746,0.512239396572113,,22.159191131591797,0.0
1000,19.43532371520996,0.5129302144050598,,22.423696517944336,0.0
1500,20.147268295288086,0.5480372309684753,,22.349512100219727,0.0
2000,18.869327545166016,0.4822358191013336,,21.087196350097656,0.0
2500,17.662342071533203,0.4202673137187958,,20.084976196289062,0.0
3000,19.717910766601562,0.5270106792449951,,22.86420440673828,0.0
3500,19.421979904174805,0.5290442109107971,,22.835514068603516,0.0
4000,20.596349716186523,0.6120842099189758,,25.128507614135742,0.0
4500,22.35774803161621,0.6629083752632141,,34.19599151611328,0.0
4999,21.907894134521484,0.6192013621330261,,39.91691970825195,0.0
