epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,10.23475170135498,0.2868178188800812,,10.491304397583008,0.0
500,15.846644401550293,0.34969785809516907,,16.859878540039062,0.0
1000,16.192420959472656,0.35465407371520996,,17.30391502380371,0.0
1500,15.722155570983887,0.3485812842845917,,16.703304290771484,0.0
2000,16.052886962890625,0.3522695302963257,,17.12228012084961,0.0
2500,16.319854736328125,0.3560364544391632,,17.46750259399414,0.0
3000,16.559932708740234,0.3596615493297577,,17.783830642700195,0.0
3500,16.739063262939453,0.36262011528015137,,18.02405548095703,0.0
4000,16.85523796081543,0.3645000159740448,,18.181716918945312,0.0
4500,16.906984329223633,0.36527299880981445,,18.252656936645508,0.0
4999,16.916038513183594,0.3653986155986786,,18.265201568603516,0.0
