epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,7.7098517417907715,0.19943471252918243,,7.888845443725586,0.0
500,10.419759750366211,0.3267381489276886,,10.75893497467041,0.0
1000,10.425082206726074,0.3545389473438263,,10.763583183288574,0.0
1500,10.425119400024414,0.35382041335105896,,10.762581825256348,0.0
2000,10.425792694091797,0.3583599030971527,,10.764885902404785,0.0
2500,10.426948547363281,0.3632105588912964,,10.764657974243164,0.0
3000,10.427674293518066,0.3686535060405731,,10.766317367553711,0.0
3500,10.428138732910156,0.37221619486808777,,10.76628589630127,0.0
4000,10.428887367248535,0.3768821060657501,,10.767267227172852,0.0
4500,10.429411888122559,0.38000643253326416,,10.76785659790039,0.0
4999,10.429553985595703,0.38093408942222595,,10.775062561035156,0.0
