epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.593400955200195,0.3590959310531616,,9.871203422546387,0.0
500,14.208415985107422,0.4258776903152466,,15.065935134887695,0.0
1000,15.683698654174805,0.4429444968700409,,16.953001022338867,0.0
1500,16.479721069335938,0.4553406238555908,,18.06482696533203,0.0
2000,17.086238861083984,0.46900269389152527,,18.961034774780273,0.0
2500,17.503074645996094,0.47790685296058655,,19.641172409057617,0.0
3000,17.868907928466797,0.4870348870754242,,20.243148803710938,0.0
3500,18.168338775634766,0.4941551387310028,,20.761199951171875,0.0
4000,18.346269607543945,0.4991093873977661,,21.098878860473633,0.0
4500,18.42581558227539,0.5015032887458801,,21.25475311279297,0.0
4999,18.44013023376465,0.5019119381904602,,21.282262802124023,0.0
