epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,14.001285552978516,0.6017675399780273,,14.12379264831543,0.0
500,17.892858505249023,0.6713709831237793,,18.196441650390625,0.0
1000,19.581466674804688,0.7027819752693176,,20.041292190551758,0.0
1500,20.467395782470703,0.7090129852294922,,21.05548858642578,0.0
2000,21.474506378173828,0.7287513613700867,,22.231740951538086,0.0
2500,21.932376861572266,0.7259810566902161,,22.78400421142578,0.0
3000,22.637039184570312,0.7364090085029602,,23.658363342285156,0.0
3500,23.140031814575195,0.7426891326904297,,24.30984115600586,0.0
4000,23.480131149291992,0.7505729794502258,,24.77785301208496,0.0
4500,23.666906356811523,0.7541729807853699,,25.03192138671875,0.0
4999,23.699777603149414,0.7543999552726746,,25.077987670898438,0.0
