epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,6.383853912353516,0.412371963262558,,6.405793190002441,0.0
500,18.298198699951172,0.2502535581588745,,19.329368591308594,0.0
1000,21.75143814086914,0.39748549461364746,,23.125036239624023,0.0
1500,23.63486099243164,0.5096222758293152,,25.595426559448242,0.0
2000,23.961856842041016,0.5292918086051941,,26.137544631958008,0.0
2500,24.165386199951172,0.5315796732902527,,26.77168846130371,0.0
3000,24.430217742919922,0.5280395746231079,,27.99870491027832,0.0
3500,24.42291259765625,0.49053582549095154,,29.720203399658203,0.0
4000,23.80241584777832,0.41024720668792725,,31.831401824951172,0.0
4500,23.178245544433594,0.35648223757743835,,33.037601470947266,0.0
4999,23.06675148010254,0.3435247242450714,,36.60566711425781,0.0
