epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,7.687511920928955,0.19929051399230957,,7.8656511306762695,0.0
500,10.424667358398438,0.35105133056640625,,10.762663841247559,0.0
1000,10.425003051757812,0.35124126076698303,,10.763191223144531,0.0
1500,10.42512321472168,0.35450199246406555,,10.763792991638184,0.0
2000,10.426215171813965,0.3605298101902008,,10.764787673950195,0.0
2500,10.426679611206055,0.363811731338501,,10.764883995056152,0.0
3000,10.42772388458252,0.36861851811408997,,10.765522003173828,0.0
3500,10.428190231323242,0.3725895583629608,,10.766901969909668,0.0
4000,10.428998947143555,0.37714990973472595,,10.767396926879883,0.0
4500,10.429402351379395,0.37993326783180237,,10.767805099487305,0.0
4999,10.429577827453613,0.3810294568538666,,10.769659042358398,0.0
