epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,8.37647533416748,0.09269747883081436,,8.556763648986816,0.0
500,12.533552169799805,0.2141057848930359,,13.016180038452148,0.0
1000,12.533326148986816,0.21341200172901154,,13.015823364257812,0.0
1500,12.533303260803223,0.21375183761119843,,13.015729904174805,0.0
2000,12.5337495803833,0.214119553565979,,13.015983581542969,0.0
2500,12.534222602844238,0.2149183750152588,,13.016997337341309,0.0
3000,12.5331392288208,0.21324340999126434,,13.015165328979492,0.0
3500,12.53353214263916,0.21378181874752045,,13.015889167785645,0.0
4000,12.53439712524414,0.21532322466373444,,13.016823768615723,0.0
4500,12.535296440124512,0.21657903492450714,,13.017797470092773,0.0
4999,12.537141799926758,0.21945340931415558,,13.019704818725586,0.0
