epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,10.116195678710938,0.6514425277709961,,10.179624557495117,0.0
500,22.657119750976562,0.7709701061248779,,23.946962356567383,0.0
1000,23.953458786010742,0.7798144221305847,,25.81637191772461,0.0
1500,24.57701873779297,0.7852217555046082,,26.780473709106445,0.0
2000,21.51118278503418,0.7652282118797302,,22.468067169189453,0.0
2500,23.25701904296875,0.7739050984382629,,24.783994674682617,0.0
3000,23.99341583251953,0.7793425917625427,,25.86332130432129,0.0
3500,24.524477005004883,0.7834882736206055,,26.70093536376953,0.0
4000,24.924915313720703,0.7876904010772705,,27.39742660522461,0.0
4500,25.220355987548828,0.7908321022987366,,27.940425872802734,0.0
4999,25.387380599975586,0.7928407788276672,,28.268592834472656,0.0
