epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,11.209545135498047,0.02853236347436905,,11.32156753540039,0.0
500,23.331886291503906,0.5073244571685791,,26.376981735229492,0.0
1000,23.902297973632812,0.5483598709106445,,27.51715660095215,0.0
1500,24.926944732666016,0.5949764847755432,,27.868793487548828,0.0
2000,24.385650634765625,0.5770263075828552,,29.196121215820312,0.0
2500,25.394838333129883,0.6244578957557678,,31.569847106933594,0.0
3000,25.973031997680664,0.6473191380500793,,33.56303787231445,0.0
3500,25.866710662841797,0.6373384594917297,,34.993629455566406,0.0
4000,25.563739776611328,0.6149523258209229,,36.286441802978516,0.0
4500,25.37580680847168,0.6003250479698181,,36.69780349731445,0.0
4999,25.339340209960938,0.5975368618965149,,36.76546096801758,0.0
