epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,4.2794694900512695,0.3010663092136383,,4.358037948608398,0.0
500,10.425710678100586,0.35617733001708984,,10.763181686401367,0.0
1000,10.425840377807617,0.35778701305389404,,10.763091087341309,0.0
1500,10.42618179321289,0.3601442575454712,,10.764914512634277,0.0
2000,10.426703453063965,0.3625343143939972,,10.764297485351562,0.0
2500,10.427553176879883,0.3681638538837433,,10.765294075012207,0.0
3000,10.427919387817383,0.37107396125793457,,10.765710830688477,0.0
3500,10.428590774536133,0.37473416328430176,,10.766676902770996,0.0
4000,10.429054260253906,0.37814387679100037,,10.76761245727539,0.0
4500,10.429450988769531,0.3800945580005646,,10.767898559570312,0.0
4999,10.426627159118652,0.3612332344055176,,10.949159622192383,0.0
