epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.12570425868034363,9.790184020996094,0.1142834946513176,,9.873796463012695,0.002999999704010574,0.02999999703921747,150,250,100,150,250,5000,,cosine_inc_closed_form,1.8513197898864746,1.993553638458252,5.207705497741699,1.0838111639022827,76.51284790039062,182.169921875,0.07016163319349289,818.1799926757812,77.14505767822266,182.40939331054688,0.06988856196403503,267.7513122558594,77.66241455078125,181.45762634277344,0.0692032128572464,819.3162841796875,1.0086669921875,1.0563889741897583,0.9006854295730591,18.799667358398438,inf
500,0.031813230365514755,14.718996047973633,0.2638460099697113,,14.973636627197266,0.0029263178201258035,0.02926295708101175,152,250,100,150,250,5000,,cosine_inc_closed_form,1.8845701217651367,1.9962495565414429,7.087942123413086,1.0632463693618774,75.45944213867188,177.92874145507812,0.5507109761238098,689.9545288085938,48.76066589355469,174.95050048828125,0.8339661359786987,1001.5390014648438,54.86381530761719,154.1284637451172,0.909991443157196,14152.7353515625,1.0133360624313354,1.0734502077102661,0.2608822286128998,81.6125259399414,inf
1000,0.03172167018055916,14.730597496032715,0.2777869403362274,,14.986474990844727,0.0027130669537502256,0.027129808451334846,160,250,100,150,250,5000,,cosine_inc_closed_form,1.9630132913589478,1.9996449947357178,8.314804077148438,1.019022822380066,75.32594299316406,179.3931884765625,0.694046139717102,1259.5233154296875,59.32729721069336,177.50689697265625,0.8947072625160217,2624.06103515625,61.847938537597656,165.38946533203125,0.9697912335395813,19055.6015625,1.0026439428329468,1.0191771984100342,0.19449788331985474,70.93487548828125,inf
1500,0.03171313926577568,14.731157302856445,0.2785072326660156,,14.987659454345703,0.002381121585490829,0.023809358600580043,171,250,100,150,250,5000,,cosine_inc_closed_form,1.8314658403396606,1.9915380477905273,13.7241792678833,1.0966745615005493,74.68711853027344,179.1747589111328,0.8020715713500977,880.4963989257812,65.80722045898438,178.46795654296875,0.9476163387298584,422.8346862792969,65.67208862304688,170.12893676757812,1.0396145582199097,7526.27197265625,1.000382661819458,1.003494143486023,0.202579528093338,194.210693359375,inf
2000,0.03171234205365181,14.731691360473633,0.2788808047771454,,14.988618850708008,0.0019629748407922155,0.01962663629507368,185,250,100,150,250,5000,,cosine_inc_closed_form,1.8987222909927368,1.9971555471420288,18.315414428710938,1.0548416376113892,76.13855743408203,179.73190307617188,0.8669798374176025,527.4992065429688,67.85234069824219,179.0288848876953,1.0029799938201904,688.3439331054688,69.12618255615234,172.490478515625,1.0836727619171143,4456.673828125,1.000360131263733,1.0033303499221802,0.19438253343105316,173.60646057128906,inf
2500,0.031707920134067535,14.732390403747559,0.2796042859554291,,14.988832473754883,0.0014995578364251723,0.014991075536818636,200,250,100,150,250,5000,,cosine_inc_closed_form,1.9110463857650757,1.9978337287902832,20.958341598510742,1.0476826429367065,75.8105697631836,180.02783203125,0.9162006378173828,15371.0029296875,68.27574157714844,179.70877075195312,1.044447660446167,1894.5191650390625,67.47195434570312,174.03939819335938,1.1452748775482178,51864.83203125,1.0003331899642944,1.003132939338684,0.18726927042007446,152.6527862548828,inf
3000,0.031701043248176575,14.732250213623047,0.2797226309776306,,14.989620208740234,0.0010362330575932738,0.010356437310683876,215,250,100,150,250,5000,,cosine_inc_closed_form,1.8402875661849976,1.992472767829895,22.902084350585938,1.0909026861190796,75.99939727783203,180.1190948486328,0.9414984583854675,416.4947509765625,68.62179565429688,179.93685913085938,1.0674962997436523,1002.63134765625,67.53162384033203,174.7080841064453,1.1722890138626099,19267.794921875,1.0002740621566772,1.0026254653930664,0.18237698078155518,174.8003692626953,inf
3500,0.03170301765203476,14.733020782470703,0.2805986702442169,,14.98929214477539,0.000618353961822141,0.00617639229766675,229,250,100,150,250,5000,,cosine_inc_closed_form,1.866204023361206,1.9948621988296509,23.340911865234375,1.074459195137024,75.03736877441406,180.118408203125,0.9588722586631775,3699.949951171875,68.85889434814453,180.00404357910156,1.076902985572815,1543.4705810546875,67.18692779541016,174.93692016601562,1.1870335340499878,22059.45703125,1.0002418756484985,1.002337098121643,0.17906327545642853,203.31674194335938,inf
4000,0.0316961370408535,14.733448028564453,0.2812283933162689,,14.989724159240723,0.0002868254665407142,0.0028601124277275675,240,250,100,150,250,5000,,cosine_inc_closed_form,1.8502564430236816,1.993453860282898,23.548694610595703,1.0844887495040894,74.8214111328125,180.03323364257812,0.9631977081298828,783.9834594726562,68.27127838134766,180.0499725341797,1.0849145650863647,920.8494873046875,67.43526458740234,175.19711303710938,1.1888941526412964,5351.58984375,1.0002026557922363,1.0019863843917847,0.17748111486434937,241.73922729492188,inf
4500,0.031692393124103546,14.73382568359375,0.28171077370643616,,14.990190505981445,7.409989076198911e-05,0.00073221828041645,248,250,100,150,250,5000,,cosine_inc_closed_form,1.8514766693115234,1.9935683012008667,23.54218864440918,1.0837113857269287,75.02841186523438,180.00601196289062,0.9624931812286377,959.6799926757812,68.38845825195312,180.04852294921875,1.084864616394043,624.4261474609375,67.54258728027344,175.2012939453125,1.188738226890564,467622.65625,1.0001574754714966,1.0015612840652466,0.17674417793750763,429.5445861816406,inf
