epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.790184020996094,0.1142834946513176,,9.873796463012695,0.0
500,14.718996047973633,0.2638460099697113,,14.973636627197266,0.0
1000,14.730597496032715,0.2777869403362274,,14.986474990844727,0.0
1500,14.731157302856445,0.2785072326660156,,14.987659454345703,0.0
2000,14.731691360473633,0.2788808047771454,,14.988618850708008,0.0
2500,14.732390403747559,0.2796042859554291,,14.988832473754883,0.0
3000,14.732250213623047,0.2797226309776306,,14.989620208740234,0.0
3500,14.733020782470703,0.2805986702442169,,14.98929214477539,0.0
4000,14.733448028564453,0.2812283933162689,,14.989724159240723,0.0
4500,14.73382568359375,0.28171077370643616,,14.990190505981445,0.0
4999,14.733939170837402,0.2818516194820404,,15.005577087402344,0.0
