epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,11.208623886108398,0.02852509915828705,,11.31919002532959,0.0
500,23.09259605407715,0.4882866442203522,,25.12371253967285,0.0
1000,23.018619537353516,0.4872053563594818,,25.46656608581543,0.0
1500,23.845232009887695,0.5285363793373108,,26.692489624023438,0.0
2000,23.38390350341797,0.5088370442390442,,26.050762176513672,0.0
2500,23.34088134765625,0.5167277455329895,,25.886075973510742,0.0
3000,24.283935546875,0.5530651211738586,,26.68463897705078,0.0
3500,24.439056396484375,0.5703006386756897,,28.36231231689453,0.0
4000,24.74041748046875,0.6006032824516296,,30.038436889648438,0.0
4500,25.919872283935547,0.6487450003623962,,33.76710510253906,0.0
4999,25.75209617614746,0.6288936138153076,,36.352325439453125,0.0
